,пятерочки,айди_магазина,магазины
27018,0,2254,4
27032,0,2255,4
27046,0,2256,6
27075,1,2258,7
27089,0,2260,6
27100,0,2261,5
27115,0,2262,7
27129,4,2263,9
27137,1,2264,5
27148,1,2265,8
27164,0,2266,2
27176,1,2267,6
27188,4,2268,11
27197,1,2269,5
27209,0,2270,4
27224,2,2271,4
27239,1,2272,3
27253,1,2273,3
27257,2,2274,6
27277,1,2275,4
27285,1,2276,5
27299,1,2277,7
27351,2,2281,5
27391,1,2285,6
27455,3,2290,9
27472,1,2292,5
27513,1,2295,4
27546,1,2298,5
27625,1,2304,3
27652,5,2307,8
27943,1,2331,6
27953,2,2332,6
27964,3,2333,10
27979,0,2334,0
28010,6,2336,11
28012,3,2337,8
28032,0,2338,2
28056,3,2340,8
28077,1,2342,2
28105,1,2344,3
28149,1,2348,5
28228,1,2355,5
28242,3,2356,6
28260,0,2357,2
28272,2,2358,14
28285,1,2359,5
28293,2,2360,8
28308,1,2361,6
28318,1,2362,8
28335,1,2363,11
28336,0,2364,3
28354,1,2365,7
28361,2,2366,7
28381,0,2367,2
28387,1,2368,4
28411,4,2370,13
28422,2,2371,7
28439,2,2372,7
28449,3,2373,7
28513,0,2378,4
28521,0,2379,5
28534,1,2380,4
28584,1,2384,6
28605,1,2386,7
28618,3,2387,9
28669,0,2391,4
28689,2,2393,8
28701,2,2394,7
28758,1,2399,2
28775,2,2400,3
28801,1,2402,3
28805,0,2403,2
28820,1,2404,5
28855,1,2407,6
28874,4,2408,10
28878,4,2409,10
28904,2,2411,5
28925,2,2413,6
28947,0,2414,5
28958,1,2415,5
28971,3,2416,7
28978,0,2417,5
29016,4,2420,10
29071,0,2425,4
29082,1,2426,5
29096,0,2427,4
29105,2,2428,4
29137,6,2430,13
29149,2,2431,9
29179,2,2434,7
29197,4,2435,8
29204,1,2436,5
29301,4,2444,9
29349,4,2448,11
29357,1,2449,7
29396,0,2452,1
29429,1,2455,2
29449,1,2456,9
29462,0,2457,5
29464,0,2458,1
29753,1,2482,3
29768,3,2483,5
29780,4,2484,9
29790,1,2485,6
29809,1,2486,3
29819,1,2487,4
29831,2,2488,6
29837,1,2489,2
29848,1,2490,4
29868,2,2491,12
29878,0,2492,2
29914,1,2495,8
29928,3,2496,5
29972,2,2500,6
29988,2,2501,6
29994,3,2502,10
30005,1,2503,4
30021,5,2504,7
30030,3,2505,5
30048,3,2506,7
30057,2,2507,6
30073,3,2508,8
30087,2,2509,4
30089,4,2510,8
30133,2,2513,5
30285,2,2526,4
30306,2,2528,7
30321,2,2529,6
30343,1,2531,4
30384,1,2534,5
30413,0,2537,2
30449,1,2540,4
30553,2,2548,6
30645,2,2556,6
30652,1,2557,7
30678,2,2559,3
30696,2,2560,6
30708,3,2561,7
30727,1,2563,7
30738,2,2564,7
30769,1,2566,4
30892,1,2577,3
30913,2,2578,7
30945,1,2581,3
30963,1,2582,5
30971,3,2583,7
30984,2,2584,10
30991,4,2585,7
31010,1,2586,3
31014,0,2587,7
31033,1,2588,6
31046,2,2589,6
31056,3,2590,7
31071,0,2591,4
31079,2,2592,6
31086,3,2593,7
31097,1,2594,3
31121,4,2596,12
31138,5,2597,12
31153,0,2598,3
31165,2,2599,5
31205,1,2603,5
31238,1,2605,3
31241,2,2606,7
31261,2,2607,9
31272,2,2608,7
31286,4,2609,9
31310,1,2611,4
31312,1,2612,4
31358,6,2615,13
31416,2,2620,7
31460,3,2624,10
31477,5,2625,15
31482,2,2626,7
31493,2,2627,8
31508,2,2628,7
31534,0,2630,1
31541,4,2631,8
31604,3,2636,8
31714,5,2645,8
31731,1,2646,8
31743,3,2647,6
31747,3,2648,9
31779,1,2650,6
31819,4,2654,9
31829,2,2655,10
31851,1,2656,6
31860,2,2657,8
31885,1,2659,3
31891,5,2660,8
31909,3,2661,5
31927,1,2663,8
31936,3,2664,9
31972,2,2667,7
32002,2,2669,6
32011,2,2670,4
32035,2,2672,5
32077,4,2675,7
32083,2,2676,3
32118,2,2679,6
32130,3,2680,8
32142,5,2681,10
32161,4,2682,9
32174,5,2683,7
32177,4,2684,7
32194,4,2685,6
32215,0,2687,6
32235,4,2688,10
32246,3,2689,6
32259,4,2690,6
32313,1,2695,10
32331,2,2696,3
32343,0,2697,3
32375,4,2700,10
32386,5,2701,7
32427,4,2704,7
32458,2,2707,9
32469,0,2708,4
32487,0,2709,2
32507,2,2711,5
32579,1,2717,2
32585,0,2718,5
32602,3,2719,5
32637,5,2722,11
32649,1,2723,4
32668,3,2725,10
32687,1,2726,3
32696,7,2727,10
32709,5,2728,12
32765,3,2733,6
32776,1,2734,3
32789,1,2735,8
32808,1,2736,5
32824,4,2738,10
32961,1,2749,7
32975,1,2750,10
33138,2,2764,5
33210,7,2770,14
33243,2,2772,8
33275,2,2775,4
33331,1,2780,2
33427,0,2788,3
33460,2,2791,6
33629,1,2805,4
34587,1,2884,7
34610,3,2886,8
34718,3,2895,5
34893,1,2910,5
34911,1,2911,2
34980,5,2917,13
34990,2,2918,4
34996,1,2919,3
35063,1,2924,8
35071,3,2925,5
35090,5,2926,8
35098,3,2927,7
35110,2,2928,8
35149,0,2931,2
35267,3,2941,6
35291,2,2943,7
35576,6,2967,11
35606,2,2969,3
36094,1,3010,2
36122,2,3013,9
36276,2,3025,6
36299,3,3027,9
36468,2,3041,4
36502,3,3044,9
36520,1,3046,9
36631,0,3055,2
36685,2,3059,5
36726,3,3063,7
36802,1,3069,5
36825,3,3071,5
36832,3,3072,6
36878,1,3076,4
36946,1,3081,2
37014,0,3087,0
37024,2,3088,4
37181,1,3101,3
37225,1,3104,4
37340,0,3114,3
37355,3,3115,7
37362,2,3116,5
37384,4,3118,10
37425,3,3121,6
37432,2,3122,6
37450,3,3123,8
37488,3,3126,11
37533,4,3130,7
37583,5,3134,10
37589,1,3135,5
37602,2,3136,6
37633,1,3138,8
37636,4,3139,9
37720,1,3146,8
37775,6,3150,13
37862,2,3158,6
37911,4,3162,5
37937,2,3164,4
37962,6,3166,9
37999,1,3169,2
38015,2,3170,7
38049,3,3173,9
38077,3,3175,6
38084,1,3176,7
38096,4,3177,8
38134,4,3180,11
38168,3,3183,5
38177,1,3184,4
38189,1,3185,4
38212,2,3187,5
38230,4,3188,9
38236,3,3189,6
38362,0,3199,3
38367,2,3200,4
38417,4,3204,8
38451,4,3207,8
38714,4,3229,8
38730,3,3230,6
38752,4,3232,13
38858,4,3241,10
38986,1,3251,4
39071,2,3258,5
39075,0,3259,2
39182,5,3268,8
39223,3,3271,7
39235,0,3272,3
39251,6,3273,10
39315,3,3279,5
39367,2,3283,8
39389,3,3285,6
39548,4,3298,10
39593,0,3302,2
39637,2,3305,6
39693,2,3310,5
39798,1,3319,3
39982,4,3334,7
40029,2,3338,10
40045,3,3339,9
40122,3,3346,14
40143,4,3348,8
40169,2,3350,4
40225,2,3354,6
40239,4,3356,10
40270,1,3358,3
40312,2,3362,5
40332,4,3363,10
40383,0,3368,0
40416,2,3370,6
40433,4,3372,9
40541,0,3381,2
40551,6,3382,11
40592,2,3385,3
40742,2,3398,2
40848,2,3406,7
40929,1,3413,3
40960,3,3416,4
41093,1,3427,5
41242,4,3440,8
41548,0,3465,0
41613,2,3470,11
41720,1,3479,2
41754,1,3482,4
41789,1,3485,6
41877,1,3492,3
41910,0,3495,2
42127,3,3513,8
42159,0,3516,1
42170,0,3517,3
42225,0,3521,0
42297,0,3527,2
42366,3,3533,7
42431,3,3539,7
42505,5,3545,8
42633,2,3555,6
42709,4,3562,7
42721,3,3563,7
42832,4,3572,11
42845,1,3573,5
42871,0,3575,3
42881,0,3576,8
42975,2,3584,5
42988,0,3585,4
43240,0,3606,2
43433,0,3622,2
43479,3,3626,4
43989,3,3668,8
43992,1,3669,3
44043,3,3673,8
44139,2,3681,10
44180,0,3684,2
44366,1,3700,4
44464,1,3708,4
44482,3,3710,9
44505,4,3711,11
44589,1,3718,5
44594,2,3719,8
44695,0,3727,0
44740,0,3731,4
45039,3,3756,6
45145,1,3765,2
45338,1,3781,4
45364,1,3783,3
45415,1,3787,4
45455,1,3791,4
45496,1,3794,4
45532,5,3797,9
45609,1,3803,2
45624,1,3805,4
45765,0,3816,1
45938,0,3831,1
45947,2,3832,3
45972,0,3834,3
46095,1,3844,5
46316,4,3862,12
46534,1,3881,5
46560,2,3883,3
46642,5,3890,8
46781,2,3901,4
46906,0,3912,2
46927,1,3913,2
46969,4,3917,9
46987,1,3918,2
46995,0,3919,3
47007,0,3920,4
47185,2,3935,8
47225,3,3938,8
47316,0,3946,5
47333,0,3947,10
47576,2,3967,5
47918,1,3996,2
47981,1,4001,1
47996,3,4002,5
48030,4,4005,8
48038,4,4006,8
48052,3,4007,8
48069,2,4008,4
48995,0,4086,4
49016,3,4087,4
49032,6,4089,13
49289,2,4110,4
49304,4,4111,7
49823,1,4155,3
49860,3,4158,6
49881,4,4159,7
49890,1,4160,3
49898,1,4161,2
50132,1,4180,1
50157,3,4182,5
50204,2,4186,5
50216,2,4187,7
50218,1,4188,2
50234,3,4189,5
50259,0,4191,0
50274,2,4192,5
50471,2,4209,8
50492,1,4210,4
50528,0,4213,5
50555,2,4216,6
50579,1,4218,6
50735,2,4231,4
52140,5,4348,11
52154,1,4349,6
52163,2,4350,9
52174,1,4351,6
52187,2,4352,5
55465,1,4625,6
55507,2,4629,8
55950,0,4666,1
56113,5,4680,10
56162,1,4684,5
56291,2,4694,7
56306,0,4696,8
56320,1,4697,2
56336,2,4698,8
56381,0,4702,4
56395,1,4703,1
56403,1,4704,5
56501,3,4712,5
56509,4,4713,6
56524,5,4714,7
56541,1,4715,3
56564,4,4717,9
57009,2,4754,7
57024,5,4755,8
57029,1,4756,4
57038,2,4757,4
57057,3,4758,9
57074,4,4760,10
57094,2,4761,3
57142,2,4765,3
57149,2,4766,5
57215,4,4771,13
57246,0,4774,0
57451,1,4791,3
57611,0,4804,4
57636,1,4806,1
57749,0,4816,1
57814,2,4821,7
57845,2,4824,8
57987,2,4836,5
58081,2,4844,5
58117,4,4847,6
58137,1,4848,5
58145,2,4849,4
58287,1,4861,4
58591,0,4886,4
58606,1,4887,13
58619,1,4888,5
58738,0,4899,3
58751,1,4900,7
58853,0,4909,4
58874,0,4910,0
58895,3,4912,11
59142,0,4933,1
59177,1,4936,4
59190,2,4937,11
59213,2,4939,6
59239,1,4941,6
59264,0,4943,0
59272,1,4944,4
59285,1,4945,1
59298,0,4946,4
59317,2,4947,5
59334,2,4949,5
59700,1,4979,12
60134,2,5015,8
60393,3,5037,9
60546,1,5050,4
60561,0,5051,3
60576,0,5052,1
60589,1,5053,8
60592,1,5054,6
60611,1,5055,4
60618,0,5056,0
60796,1,5071,4
61022,1,5089,4
61082,0,5094,2
61128,4,5098,11
61160,5,5101,7
61492,1,5129,6
61510,3,5130,5
61530,2,5132,4
61697,1,5146,4
61751,4,5150,8
61825,2,5156,6
61874,3,5160,8
61904,0,5163,2
61946,0,5166,2
62006,0,5171,1
62050,0,5175,3
62102,2,5179,10
62107,0,5180,4
62319,1,5198,3
62341,0,5199,2
62343,1,5200,7
62395,1,5204,7
62418,3,5206,6
62438,1,5207,1
62466,0,5210,3
62515,0,5214,3
62668,2,5227,3
62733,2,5232,8
62756,3,5234,7
62788,0,5237,4
62867,1,5243,3
62925,0,5248,1
63055,2,5259,5
63360,1,5284,1
63368,0,5285,3
63422,4,5289,11
63444,4,5291,12
63468,1,5293,8
63478,1,5294,6
63508,3,5297,8
63742,0,5316,7
63786,1,5320,2
63869,1,5327,2
63996,3,5337,7
64020,4,5339,9
64051,0,5342,0
64068,0,5343,2
64077,0,5344,3
64219,3,5356,9
64237,4,5357,9
64254,2,5359,3
64270,3,5360,7
64282,1,5361,4
64380,6,5369,11
64401,2,5371,3
64459,2,5376,7
64482,2,5378,2
64571,2,5385,6
64644,2,5391,10
64659,2,5393,4
64679,1,5394,2
64906,0,5413,7
65064,1,5426,2
65381,3,5453,8
65417,1,5456,2
65437,0,5457,4
65537,1,5466,9
65618,4,5472,8
65727,1,5482,6
65931,1,5499,7
65991,1,5504,7
66004,3,5505,6
66052,2,5509,3
66181,0,5520,1
66266,2,5527,5
66377,0,5536,1
66395,4,5538,5
66535,3,5550,3
66554,1,5551,6
66679,1,5562,7
67063,4,5594,7
67547,0,5634,3
67575,1,5636,9
67746,2,5651,9
67826,1,5657,5
67941,4,5667,13
67976,1,5670,2
68224,0,5690,1
68253,1,5693,9
68282,2,5695,6
68324,7,5699,9
68361,2,5702,9
68469,1,5711,4
68482,2,5712,3
68806,1,5739,4
68827,1,5741,6
68895,2,5746,8
68902,2,5747,7
68918,0,5748,0
68927,4,5749,9
68957,1,5751,4
68961,2,5752,4
69155,0,5768,6
69338,2,5783,4
69385,2,5787,2
69528,3,5799,5
69612,1,5806,3
69730,1,5816,2
69806,1,5823,5
69883,1,5829,2
69999,2,5839,3
70031,2,5841,5
70073,1,5845,4
70128,0,5849,3
70157,2,5852,3
70190,0,5855,1
70231,1,5858,4
70320,5,5865,12
70322,4,5866,8
70414,3,5873,7
70423,1,5874,10
70947,3,5918,8
70956,3,5919,8
70990,1,5922,5
71057,0,5927,4
71143,3,5935,7
71197,1,5939,3
71339,1,5951,7
71367,1,5953,4
71427,0,5958,3
71545,3,5968,8
71648,1,5977,5
71771,2,5987,4
71798,1,5989,3
71812,3,5990,9
71820,1,5991,2
71848,3,5993,6
72003,3,6006,9
72111,2,6015,5
72166,2,6020,7
72241,2,6026,5
72261,1,6028,4
72338,1,6034,3
72363,1,6036,2
72366,2,6037,8
72388,3,6038,4
72518,0,6049,2
72532,2,6050,6
72535,2,6051,5
72653,1,6060,1
72826,1,6075,5
72955,0,6086,0
73553,1,6135,4
73577,3,6137,5
73690,0,6147,1
73910,3,6165,5
73945,4,6168,10
73973,1,6170,1
74101,1,6181,7
74345,6,6201,11
74365,1,6203,5
74487,1,6213,3
74491,2,6214,6
74549,2,6218,7
74594,0,6222,4
74608,6,6223,9
74677,2,6229,8
74717,1,6232,4
74722,3,6233,5
74745,1,6235,7
74825,1,6241,5
74827,2,6242,3
74838,3,6243,7
74859,2,6244,5
74944,2,6251,4
74965,6,6253,12
74971,1,6254,3
75007,1,6257,4
75053,0,6260,1
75094,3,6264,9
75115,1,6266,4
75157,1,6269,3
75171,1,6270,2
75176,0,6271,1
75274,2,6279,6
75479,3,6296,9
75536,2,6301,8
75599,0,6306,2
75622,1,6308,2
75632,0,6309,3
75655,1,6311,6
75685,2,6313,5
75715,0,6316,1
75774,0,6321,6
75797,5,6322,9
75804,1,6323,4
75862,4,6328,13
75940,3,6334,9
75954,1,6336,4
76081,0,6346,2
76117,2,6349,4
76164,4,6353,10
76213,0,6357,2
76312,1,6365,4
76325,3,6366,3
76531,3,6384,9
76569,2,6387,5
76617,0,6391,3
76629,1,6392,5
76716,2,6399,8
76743,2,6401,8
76751,4,6402,8
76773,0,6404,2
76884,2,6413,8
76939,1,6418,3
77022,2,6425,5
77134,1,6434,2
77142,2,6435,8
77160,0,6436,0
77169,5,6437,9
77266,1,6445,2
77505,1,6465,5
77515,1,6466,5
77587,3,6472,12
77653,0,6477,6
77746,1,6485,7
77762,1,6486,5
77817,1,6491,9
77832,2,6492,5
77884,1,6497,4
77899,2,6498,7
78084,3,6513,4
78199,0,6523,3
78216,1,6524,2
78236,2,6526,5
78299,1,6531,1
78314,3,6532,10
78451,5,6544,8
78716,4,6566,7
78732,2,6567,4
78757,0,6569,0
78761,4,6570,4
78776,1,6571,3
78824,1,6575,3
78838,1,6576,6
78864,3,6578,13
78868,1,6579,11
78883,1,6580,9
78894,1,6581,6
78913,1,6582,8
78937,0,6584,5
78985,1,6588,3
78999,1,6589,3
79009,2,6590,4
79048,2,6594,4
79097,0,6598,2
79119,2,6599,7
79152,1,6602,4
79179,3,6604,10
79199,3,6606,13
79206,0,6607,0
79282,2,6613,4
79301,0,6615,8
79317,2,6616,4
79349,4,6619,10
79445,2,6627,7
79502,7,6631,19
79923,0,6666,1
80053,0,6677,6
80098,1,6681,1
80109,2,6682,6
80219,1,6691,5
80285,3,6697,9
80310,3,6699,7
80413,1,6707,7
80543,3,6718,9
80842,6,6743,14
80851,2,6744,7
80869,1,6745,2
80906,2,6748,8
80962,1,6753,4
80990,0,6755,5
80992,2,6756,3
81026,1,6759,5
81034,0,6760,2
81061,0,6762,6
81073,1,6763,7
81082,1,6764,6
81104,0,6765,7
81107,0,6766,4
81138,2,6768,6
81156,1,6770,4
81172,2,6771,5
81226,2,6776,6
81491,0,6798,2
81509,1,6799,6
81567,0,6804,1
81657,0,6812,4
81674,3,6813,7
81698,1,6815,5
81715,0,6816,1
81744,1,6819,3
81782,1,6822,4
81799,1,6823,3
81809,2,6824,4
81921,4,6834,7
82033,3,6843,6
82067,1,6846,6
82083,0,6847,3
82292,0,6865,10
82307,1,6866,4
82389,4,6873,8
82530,2,6885,12
82576,1,6888,9
82601,0,6891,3
82627,1,6893,3
82719,0,6900,5
82921,2,6917,9
83002,1,6924,3
83012,4,6925,9
83026,2,6926,7
83158,4,6937,11
83318,1,6950,1
83344,2,6952,4
83362,3,6954,11
83422,1,6959,4
83505,3,6966,5
83526,1,6968,8
83545,3,6970,7
83725,3,6985,10
83740,1,6986,7
83835,2,6994,4
83868,0,6997,0
83934,2,7002,2
83948,1,7003,4
83984,2,7006,7
84005,0,7008,2
84363,2,7038,9
84389,3,7040,8
84399,4,7041,8
84425,0,7043,1
84436,0,7044,4
84456,3,7046,6
84511,0,7050,2
84542,0,7053,3
84556,1,7054,2
84566,1,7055,4
84598,0,7057,2
84628,1,7060,6
84666,3,7063,9
84712,4,7067,8
84724,3,7068,5
84817,0,7076,6
84872,3,7080,7
84878,1,7081,4
84936,3,7086,12
85004,4,7091,7
85011,0,7092,0
85042,3,7094,6
85055,1,7095,5
85114,1,7100,5
85227,3,7110,7
85247,0,7111,2
85313,1,7117,4
85422,3,7126,6
85537,0,7136,5
85572,2,7139,7
85680,1,7148,1
85735,3,7152,12
85767,0,7155,0
85776,1,7156,7
85800,3,7158,6
85912,1,7167,2
85957,0,7171,1
86009,5,7175,7
86041,2,7178,5
86062,2,7179,6
86067,0,7180,0
86131,0,7185,5
86168,0,7188,6
86182,3,7189,9
86184,1,7190,5
86198,0,7191,5
86294,0,7199,6
86493,2,7215,6
86500,5,7216,11
86551,1,7220,3
86616,1,7226,5
86664,0,7230,1
86681,2,7231,4
86721,3,7234,8
86726,0,7235,0
86764,0,7238,3
86784,2,7240,6
86807,0,7241,2
86811,1,7242,5
86921,2,7251,3
86948,1,7253,4
86955,1,7254,3
86998,1,7257,4
87050,1,7262,9
87095,1,7265,6
87129,0,7268,2
87138,1,7269,7
87354,1,7287,6
87386,4,7290,8
87519,0,7301,1
87659,3,7312,11
87668,1,7313,2
87675,3,7314,11
87799,2,7324,7
87840,1,7328,3
87853,2,7329,6
87992,3,7340,8
88028,2,7343,2
88075,4,7347,9
88101,0,7349,1
88122,2,7351,3
88162,0,7354,4
88412,1,7375,5
88507,2,7383,4
88628,1,7393,3
88677,1,7397,4
88690,1,7398,2
88700,2,7399,3
88721,4,7401,13
88730,1,7402,5
88815,2,7409,5
89190,1,7440,7
89196,1,7441,7
89214,3,7442,10
89241,0,7444,0
89252,0,7445,9
89293,1,7449,8
89307,2,7450,4
89337,2,7452,7
89343,1,7453,4
89351,0,7454,8
89374,0,7455,4
89384,0,7456,0
89401,0,7458,2
89536,1,7469,5
89563,2,7471,6
89572,2,7472,3
89598,1,7474,8
89704,1,7483,2
89716,2,7484,3
89864,2,7496,5
89937,1,7502,2
89963,3,7505,7
90006,0,7508,3
90014,3,7509,8
90032,0,7510,5
90065,1,7513,3
90123,0,7518,1
90183,1,7523,2
90200,2,7524,9
90208,3,7525,6
90228,4,7527,5
90274,0,7530,3
90334,0,7535,3
90405,0,7541,0
90485,0,7548,2
90762,0,7571,3
90833,1,7577,1
90840,1,7578,2
90947,4,7587,7
91015,4,7592,9
91072,0,7597,5
91113,1,7600,3
91181,0,7606,8
91190,1,7607,5
91303,1,7616,11
91377,0,7622,0
91384,2,7623,5
91410,3,7625,11
91555,1,7637,5
91640,1,7644,5
91645,0,7645,1
91679,1,7648,5
91714,1,7650,1
91721,1,7651,4
91766,1,7655,6
91838,0,7661,2
91883,0,7665,2
91931,3,7669,6
92001,0,7674,2
92037,2,7677,9
92170,1,7688,2
92274,1,7697,4
92296,1,7699,4
92403,3,7708,10
92430,2,7710,4
92505,0,7716,5
92557,3,7721,7
92714,2,7734,8
92747,2,7737,4
92776,1,7739,4
92794,0,7740,1
92882,0,7748,4
92938,1,7752,4
92980,3,7756,5
93088,2,7765,8
93157,2,7771,6
93273,3,7780,9
93304,3,7783,7
93394,0,7790,3
93407,6,7792,13
93514,1,7800,2
93606,3,7808,7
93643,1,7811,8
93656,2,7812,9
93688,2,7815,4
93794,2,7824,5
93849,2,7828,4
93860,0,7829,3
93914,1,7834,5
93923,1,7835,5
93942,0,7836,3
94061,0,7847,1
94095,0,7850,3
94106,2,7851,5
94126,1,7852,3
94130,0,7853,3
94150,2,7854,5
94199,1,7858,1
94305,1,7867,6
94310,0,7868,1
94323,3,7869,8
94354,0,7871,2
94391,3,7874,9
94414,0,7876,3
94428,0,7877,4
94465,3,7881,4
94620,4,7893,6
94622,2,7894,4
94819,1,7910,4
94874,2,7915,7
94924,0,7919,4
94963,0,7922,2
94997,0,7925,6
95087,1,7932,5
95108,1,7934,2
95131,0,7936,3
95247,4,7946,12
95322,1,7952,5
95379,2,7957,5
95459,3,7963,7
95548,4,7971,10
95591,2,7974,13
95612,5,7976,8
95715,0,7985,0
95852,3,7996,7
95903,1,8000,3
95982,1,8007,6
96018,4,8010,6
96054,2,8013,7
96189,1,8024,9
96263,1,8030,4
96388,1,8041,2
96398,1,8042,8
96523,4,8052,10
96537,0,8053,1
96585,5,8057,10
96629,3,8061,9
96641,0,8062,8
96657,0,8063,10
96869,0,8081,2
96881,1,8082,4
96933,0,8086,2
96990,2,8091,3
97108,0,8101,2
97120,1,8102,3
97133,1,8103,2
97185,3,8107,7
97297,1,8117,6
97438,2,8128,7
97624,2,8144,7
97643,4,8145,11
97662,1,8147,6
97715,1,8151,3
97718,2,8152,6
97779,3,8157,7
97847,2,8162,3
98031,0,8178,4
98059,4,8180,6
98079,2,8182,5
98094,1,8183,7
98152,3,8188,10
98170,2,8189,5
98307,0,8201,6
98394,3,8208,6
98414,3,8210,6
98466,5,8214,8
98542,4,8220,11
98563,0,8222,0
98590,2,8224,8
98606,2,8226,10
98678,0,8232,2
98705,3,8234,7
98882,2,8249,4
99058,0,8263,7
99072,0,8264,3
99075,0,8265,6
99088,0,8266,1
99216,1,8276,6
99242,2,8279,5
99253,2,8280,3
99273,2,8281,7
99351,1,8288,3
99428,4,8294,9
99481,1,8299,8
99551,3,8304,7
99612,3,8309,6
99703,1,8317,2
99765,2,8322,3
99791,4,8324,5
99932,1,8336,3
99939,1,8337,3
99980,2,8340,6
99991,1,8341,5
100029,2,8344,6
100071,0,8348,1
100221,0,8360,1
100277,2,8365,7
100287,0,8366,3
100339,2,8370,3
100360,0,8372,7
100375,0,8373,5
100440,1,8378,2
100505,3,8384,6
100519,1,8385,2
100536,4,8386,8
100549,3,8388,10
100592,0,8391,4
100645,0,8396,0
100680,0,8398,2
100737,2,8403,5
100748,1,8404,4
100801,0,8409,5
100842,3,8412,8
100923,1,8419,3
100946,0,8421,0
100976,0,8423,4
100987,1,8424,3
101003,1,8425,3
101012,2,8426,4
101023,1,8427,5
101194,0,8441,2
101274,4,8448,9
101463,1,8464,2
101598,2,8475,7
101738,0,8487,6
101807,1,8492,3
101814,1,8493,2
101828,0,8494,3
102012,1,8509,7
102143,2,8520,4
102161,3,8522,5
102342,2,8537,5
102434,1,8545,4
102475,1,8548,5
102522,0,8552,2
102534,2,8553,8
102562,1,8555,5
102565,2,8556,7
102589,2,8558,3
102636,1,8561,6
102667,1,8564,3
102752,1,8571,5
102777,1,8573,5
102931,0,8586,0
102942,2,8587,5
102948,2,8588,7
103156,3,8605,9
103181,4,8607,7
103200,1,8609,7
103229,3,8611,4
103323,3,8619,8
103368,0,8623,3
103426,1,8628,1
103442,0,8629,4
103489,0,8633,3
103576,4,8640,8
103693,1,8650,7
103747,1,8654,5
103808,1,8659,9
103817,2,8660,12
103830,3,8661,13
103846,2,8663,10
103920,2,8669,5
103994,0,8675,2
104004,2,8676,7
104073,3,8681,6
104118,0,8685,1
104143,2,8687,2
104366,0,8706,1
104386,2,8708,3
104408,2,8709,4
104421,3,8710,8
104424,2,8711,7
104435,0,8712,2
104453,3,8713,7
104526,3,8719,10
104676,1,8732,5
104844,1,8746,3
104913,1,8751,4
105092,1,8766,5
105112,1,8768,4
105245,2,8779,10
105259,1,8780,4
105335,2,8787,4
105369,1,8789,4
105376,0,8790,0
105451,3,8796,6
105649,0,8813,0
105664,2,8814,9
105731,1,8820,4
106013,1,8843,3
106041,3,8845,6
106054,0,8847,3
106073,1,8848,4
106125,0,8852,0
106180,3,8858,10
106232,2,8862,7
106244,1,8863,4
106265,1,8865,3
106307,3,8868,6
106312,1,8869,8
106446,4,8880,9
106564,4,8890,9
106601,0,8893,3
106759,1,8906,6
106841,0,8913,0
107029,2,8929,10
107058,0,8931,3
107070,2,8932,2
107082,1,8933,3
107120,2,8937,5
107131,2,8938,3
107216,0,8945,3
107236,2,8946,6
107246,1,8947,6
107319,1,8953,3
107578,1,8975,7
107594,0,8976,2
107613,4,8978,8
107632,0,8979,0
107638,3,8980,6
107795,1,8993,4
107833,1,8996,1
107935,0,9005,4
107963,2,9007,4
107972,0,9008,2
107997,2,9010,9
108007,1,9011,3
108175,3,9025,7
108326,4,9037,7
108352,0,9039,1
108364,1,9040,5
108370,4,9041,7
108407,2,9044,5
108510,1,9052,2
108513,2,9053,5
108585,2,9059,6
108611,0,9061,5
108629,0,9062,4
108659,2,9065,6
108678,0,9066,2
108680,2,9067,5
108707,1,9069,4
108725,3,9070,7
108771,3,9074,5
108782,0,9075,1
108793,2,9076,6
108802,2,9077,6
108812,0,9078,0
108829,0,9079,4
108845,0,9080,4
108862,1,9082,8
108881,1,9083,3
108956,1,9090,7
108971,1,9091,3
108984,2,9092,7
108993,1,9093,5
109014,4,9094,11
109020,0,9095,4
109038,2,9096,7
109050,2,9097,6
109086,1,9100,4
109110,1,9102,3
109117,2,9103,6
109144,2,9105,6
109162,1,9107,4
109172,4,9108,12
109209,2,9111,6
109308,0,9119,3
109315,3,9120,8
109351,1,9123,5
109384,5,9125,7
109435,0,9130,2
109480,3,9133,4
109509,0,9136,5
109537,4,9138,12
109544,4,9139,9
109905,0,9169,3
109944,5,9172,13
109996,3,9176,4
110140,0,9188,4
110159,2,9190,19
110180,2,9192,8
110197,2,9193,9
110226,1,9195,3
110256,1,9198,3
110406,0,9210,1
110417,2,9211,4
110430,3,9212,6
110445,2,9214,7
110458,2,9215,8
110474,1,9216,1
110489,5,9217,9
110497,2,9218,7
110526,2,9220,6
110557,3,9223,8
110606,4,9227,8
110631,1,9229,7
110656,1,9231,8
110700,1,9235,3
110717,2,9236,7
110759,1,9240,4
110824,1,9245,3
110834,5,9246,11
110840,2,9247,5
110859,1,9248,4
110872,3,9249,4
110882,2,9250,9
110967,4,9257,12
111078,2,9266,7
111093,2,9268,5
111278,3,9283,8
111318,1,9286,2
111404,2,9294,4
111424,2,9295,4
111431,2,9296,11
111447,2,9297,2
111474,0,9299,0
111504,3,9302,8
111514,2,9303,6
111538,1,9305,5
111584,0,9309,2
111637,3,9313,7
111655,1,9315,2
111723,2,9320,6
111727,0,9321,7
111764,3,9324,9
111854,0,9331,6
111868,2,9332,7
111903,1,9335,3
112064,3,9349,6
112091,1,9351,7
112111,1,9353,4
112131,0,9354,0
