,пятерочки,айди_магазина,магазины
35882,2,2993,8
35904,3,2994,7
35914,1,2995,6
35924,0,2996,6
35941,1,2997,3
35945,1,2998,5
35958,0,2999,1
35970,1,3000,6
35978,1,3001,6
35997,0,3002,0
36004,0,3003,0
36019,1,3004,6
36030,0,3005,1
36159,0,3016,4
36214,2,3020,9
36397,1,3035,4
36809,2,3070,11
36863,1,3074,3
36896,1,3077,12
36922,2,3079,4
36959,1,3082,1
37041,2,3089,10
37050,1,3090,3
37152,1,3098,7
37156,2,3099,11
37175,2,3100,8
37476,1,3125,4
37619,1,3137,7
37658,1,3141,10
37811,0,3153,6
37829,4,3155,10
37839,4,3156,10
37894,2,3160,6
37977,3,3167,6
38041,1,3172,5
38115,4,3179,7
38321,3,3196,8
38469,2,3208,11
38812,4,3237,10
38887,0,3243,5
38973,3,3250,7
39108,1,3261,1
39126,1,3263,8
39157,2,3265,9
39357,1,3282,4
39398,0,3286,1
39444,1,3289,8
39450,1,3290,3
39463,2,3291,4
39470,2,3292,4
39492,2,3293,4
39502,3,3294,6
39685,1,3309,4
39773,4,3317,9
39967,0,3333,1
40237,1,3355,6
40281,1,3359,3
40419,2,3371,5
40631,3,3388,9
40692,3,3393,11
40786,1,3401,2
40883,0,3409,5
40939,2,3414,6
40981,1,3417,8
40989,3,3418,6
41181,0,3434,2
41197,1,3435,4
41389,1,3452,3
41453,1,3457,8
41771,0,3484,5
42064,2,3508,7
42090,0,3510,4
42137,1,3514,3
42620,2,3554,11
42902,0,3578,0
42994,2,3586,8
43028,2,3588,5
43497,0,3627,0
43595,1,3636,4
43624,2,3638,7
43631,2,3639,5
43647,0,3640,1
43902,0,3661,3
43970,3,3667,8
44056,0,3674,4
44115,2,3679,6
44156,0,3682,3
44346,2,3698,3
44435,1,3706,1
44523,3,3713,6
44625,4,3721,12
44655,2,3724,3
44666,2,3725,3
44780,1,3734,4
44848,2,3740,4
44865,2,3741,8
44869,0,3742,3
45088,0,3760,3
45106,2,3762,4
46274,2,3859,7
46343,1,3865,2
46405,0,3870,2
46463,0,3875,1
46496,0,3877,5
47395,0,3952,1
47401,0,3953,0
47584,2,3968,8
47758,1,3983,2
47892,0,3994,1
48127,3,4013,8
48137,3,4014,8
48144,2,4015,5
48163,1,4016,2
48172,7,4017,11
48179,0,4018,2
48199,5,4019,7
48213,0,4020,0
48221,1,4021,5
48231,3,4022,7
48241,4,4023,8
48251,1,4024,1
48267,1,4025,1
48292,0,4027,2
48873,0,4075,1
48879,2,4076,9
48900,1,4078,6
48920,0,4079,5
48929,2,4080,7
49069,1,4092,7
49089,0,4093,6
49413,1,4120,3
49432,2,4122,10
49451,1,4124,5
49484,0,4126,2
49511,1,4129,2
49553,2,4132,6
49639,0,4139,4
50010,0,4170,4
50397,1,4202,5
50406,2,4203,6
50432,1,4205,3
50907,2,4245,5
50926,0,4247,1
50989,3,4252,7
51019,0,4254,2
51030,0,4255,3
51118,0,4263,5
51138,1,4264,9
51179,2,4268,6
51722,0,4313,4
51730,1,4314,5
51763,0,4316,3
51774,1,4317,6
51792,1,4319,3
52627,0,4388,6
52845,2,4407,6
52873,2,4409,5
52935,2,4414,4
52952,3,4415,8
52973,3,4417,7
52985,0,4418,1
53000,1,4419,5
53009,3,4420,6
53018,1,4421,5
53030,0,4422,9
53038,1,4423,3
53060,1,4424,4
53063,0,4425,4
53083,1,4426,4
53089,1,4427,8
53119,2,4429,4
55065,0,4592,4
55078,2,4593,9
55160,0,4600,0
55173,2,4601,7
55183,0,4602,1
55199,1,4603,2
55208,1,4604,3
55224,2,4605,3
55239,1,4606,3
55479,1,4626,4
55574,2,4634,11
55823,0,4655,5
55843,0,4657,0
56011,0,4671,3
56079,3,4677,6
56134,0,4681,1
56271,2,4693,7
56454,0,4708,1
57590,1,4803,8
57836,1,4823,6
57863,0,4825,0
58034,1,4840,6
58249,1,4858,3
58297,1,4862,5
58325,1,4864,7
58474,1,4876,7
58493,1,4878,5
58650,0,4891,4
58672,2,4894,6
58778,1,4902,3
58805,2,4905,4
58980,0,4919,3
59121,2,4931,7
59225,2,4940,7
59427,1,4957,7
59588,4,4970,8
59625,0,4973,3
59685,1,4978,5
59715,2,4981,8
59866,3,4993,5
59874,0,4994,0
60025,2,5006,9
60030,0,5007,1
60044,1,5008,7
60056,3,5009,4
60087,0,5012,1
60405,0,5038,2
60416,2,5039,7
60635,0,5057,8
60650,3,5058,5
60662,1,5059,5
60736,2,5066,3
60792,4,5070,9
61049,0,5092,5
61576,0,5136,3
61792,1,5154,7
61831,0,5157,5
62206,3,5188,7
62215,2,5189,6
62563,0,5218,5
62575,1,5219,6
62588,1,5220,5
62985,0,5253,6
63127,1,5265,2
63293,2,5279,6
63385,0,5286,2
63394,0,5287,4
63586,2,5303,6
63610,0,5305,0
63619,1,5306,5
63968,2,5335,6
64024,1,5340,3
64292,1,5362,3
64441,1,5374,2
64452,1,5375,3
64476,1,5377,5
64536,2,5382,6
64654,1,5392,9
64686,1,5395,11
64753,1,5400,10
64897,1,5412,6
65076,1,5427,4
65089,2,5428,4
65103,0,5430,3
65118,3,5431,8
65131,1,5432,3
65149,1,5433,3
65161,1,5434,7
65174,2,5435,4
65184,1,5436,3
65194,1,5437,7
65200,1,5438,3
65217,2,5439,4
65250,1,5442,3
65268,0,5443,3
65398,2,5454,10
65586,0,5470,0
65676,4,5477,10
65707,4,5480,10
65765,1,5485,2
65784,2,5486,4
65798,1,5487,5
65806,1,5488,4
65813,4,5489,7
65832,1,5490,3
65844,4,5491,7
65867,2,5493,6
65871,0,5494,2
65893,1,5495,5
65895,3,5496,7
65909,1,5497,2
66070,2,5511,5
66141,1,5517,4
66209,0,5522,1
66220,1,5523,5
66346,2,5534,4
66431,1,5541,4
66517,0,5548,1
66698,0,5563,1
66822,1,5574,2
66843,2,5575,8
66932,0,5583,2
66954,2,5585,6
67142,2,5600,5
67289,1,5612,4
67463,0,5627,1
67529,3,5632,9
67650,3,5643,6
67706,0,5647,3
67741,0,5650,1
67831,1,5658,2
68034,0,5675,4
68884,2,5745,6
68943,1,5750,7
69102,2,5764,4
69258,3,5777,10
69322,2,5782,10
69513,1,5798,4
69659,3,5810,7
69891,2,5830,8
69902,0,5831,5
69936,1,5833,3
70046,0,5843,7
70066,3,5844,6
70188,1,5854,6
70298,3,5864,11
70452,2,5876,8
70454,0,5877,3
70482,2,5879,12
70490,0,5880,5
70511,1,5881,7
70857,0,5911,1
71068,1,5928,6
71214,2,5941,6
71227,1,5942,5
71240,0,5943,3
71254,2,5944,9
71302,0,5948,3
71348,1,5952,6
71390,2,5955,3
71481,2,5963,4
71492,1,5964,4
71506,3,5965,6
71515,2,5966,5
71567,0,5970,0
71593,0,5972,5
71639,0,5976,3
71680,2,5979,9
71712,2,5982,7
71928,1,6000,4
71984,1,6005,1
72028,0,6008,0
72204,1,6023,4
72230,1,6025,2
72250,1,6027,7
72305,2,6031,9
72310,1,6032,2
72422,2,6041,7
72632,2,6059,6
72870,0,6079,2
72901,2,6081,5
72908,0,6082,1
73057,0,6094,7
73068,1,6095,1
73083,0,6096,3
73423,2,6125,5
73487,2,6130,4
73608,2,6140,5
73678,1,6146,4
73750,1,6152,2
73918,0,6166,6
73981,2,6171,8
74043,0,6176,3
74249,5,6193,10
74320,1,6199,3
74400,3,6206,14
74452,0,6210,4
74577,2,6221,5
74644,2,6226,8
74647,3,6227,6
74813,3,6240,9
75210,0,6274,2
75256,2,6277,4
75331,0,6284,3
75352,0,6285,0
75375,4,6287,8
75418,2,6291,7
75473,4,6295,8
75554,1,6302,3
75566,1,6303,2
75691,0,6314,1
75820,1,6324,9
75855,3,6327,11
75922,1,6333,5
76021,0,6341,3
76058,2,6344,8
76123,1,6350,3
76190,0,6355,2
76289,3,6363,4
76432,1,6375,5
76453,0,6377,2
76678,3,6396,8
77114,1,6432,5
77118,1,6433,3
77211,1,6440,9
77222,0,6441,2
77279,2,6446,6
77328,1,6450,7
77386,1,6455,7
77408,1,6457,9
77417,0,6458,3
77867,0,6495,1
78097,4,6514,9
78228,2,6525,3
78342,2,6535,4
78425,1,6542,5
78485,2,6547,4
78707,0,6565,4
79232,2,6609,6
79242,1,6610,3
79298,0,6614,1
79341,0,6618,4
79557,0,6636,1
79590,4,6639,10
79826,1,6658,9
79990,0,6672,0
79998,3,6673,5
80009,2,6674,8
80177,1,6688,3
80192,0,6689,3
80440,1,6710,3
80567,0,6720,3
80682,1,6730,6
80713,2,6732,5
80781,0,6738,1
80827,4,6742,7
80884,1,6747,1
80946,0,6752,2
81013,5,6758,9
81124,0,6767,3
81244,1,6777,3
81325,1,6784,4
81363,3,6787,6
81400,0,6790,2
81904,3,6832,9
81946,0,6836,1
81977,1,6838,6
82008,1,6841,5
82104,0,6849,1
82265,1,6863,3
82549,2,6886,4
82564,0,6887,6
82706,1,6899,8
82845,3,6911,6
82944,2,6919,7
83052,1,6928,6
83068,0,6929,4
83073,2,6930,7
83092,1,6931,8
83097,3,6932,8
83109,2,6933,8
83122,2,6934,3
83245,2,6944,8
83330,1,6951,10
83354,2,6953,6
83488,1,6965,9
83610,0,6975,1
83676,1,6981,5
83693,1,6982,3
83714,0,6984,2
83804,2,6991,6
83820,1,6993,2
83922,0,7001,2
84114,4,7017,8
84804,3,7075,8
84839,1,7077,2
84983,4,7089,13
85335,5,7119,9
85467,0,7130,0
85515,0,7134,2
85655,2,7145,5
85693,0,7149,4
85832,1,7160,6
85842,2,7161,4
85877,2,7164,8
86003,2,7174,8
86122,1,7184,6
86155,0,7187,1
86456,3,7212,7
86527,2,7218,3
86591,2,7223,4
86702,2,7233,6
86825,1,7243,7
86853,1,7245,5
86870,0,7247,3
86887,2,7248,7
86971,4,7255,11
87116,1,7267,4
87144,0,7270,1
87170,0,7272,3
87231,1,7277,6
87245,2,7278,6
87321,1,7284,4
87805,1,7325,2
87909,0,7333,1
88128,3,7352,9
88254,1,7362,3
88615,0,7392,1
88824,2,7410,7
88928,0,7418,2
88946,1,7420,2
89047,1,7428,3
89085,1,7431,3
89436,0,7461,0
89461,3,7463,5
89582,0,7473,4
89755,2,7487,5
89837,1,7494,4
90447,3,7545,9
90459,0,7546,3
90575,1,7556,5
90727,0,7568,3
90753,2,7570,4
90803,0,7575,8
91000,1,7591,4
91027,0,7593,1
91101,1,7599,8
91119,0,7601,1
91144,2,7603,6
91293,0,7615,3
91337,0,7619,4
91347,0,7620,3
91397,0,7624,1
91473,4,7630,12
91484,0,7631,7
91520,0,7634,3
91625,0,7643,2
91727,1,7652,2
91758,2,7654,4
91863,2,7663,11
91881,1,7664,4
91981,2,7673,9
92079,0,7681,1
92146,3,7686,6
92209,1,7692,4
92230,2,7693,8
92382,1,7706,8
92443,3,7711,6
92453,1,7712,5
92462,0,7713,2
92581,2,7723,8
92600,1,7724,6
92623,2,7726,5
92635,1,7727,5
92640,1,7728,2
92855,2,7746,9
93041,1,7761,2
93058,1,7762,7
93140,1,7769,3
93202,3,7774,9
93248,3,7778,5
93356,1,7787,3
93363,1,7788,5
93451,3,7795,8
93532,3,7802,6
93716,2,7817,5
93960,0,7838,1
94175,0,7856,2
94233,1,7861,7
94269,1,7864,3
94278,3,7865,7
94293,2,7866,6
94827,1,7911,1
95100,0,7933,2
95138,2,7937,6
95172,2,7939,5
95275,1,7948,5
95352,2,7954,9
95575,2,7973,5
95647,2,7979,5
95874,0,7998,2
95936,1,8003,5
96063,0,8014,6
96082,4,8015,9
96157,0,8022,3
96175,3,8023,7
96301,1,8034,5
96334,1,8036,3
96346,0,8037,1
96471,1,8048,4
96847,1,8079,2
96899,1,8083,5
96942,0,8087,1
97166,0,8106,5
97236,1,8111,1
97355,3,8121,7
97368,1,8122,6
97422,2,8127,5
97669,3,8148,7
97819,1,8160,4
97883,1,8165,4
97966,0,8172,3
97976,1,8173,5
98114,1,8185,4
98282,2,8199,4
98302,3,8200,6
98375,0,8206,1
98439,2,8212,5
98725,0,8236,5
98875,2,8248,3
99041,0,8262,0
99127,0,8269,5
99172,0,8273,0
99439,1,8295,6
99517,2,8302,6
99619,0,8310,1
99637,1,8312,5
99657,1,8313,5
99680,2,8315,7
99916,1,8335,3
99955,0,8338,6
100062,4,8347,7
100110,0,8351,6
100164,0,8355,2
100308,0,8367,1
100327,0,8369,2
100624,0,8394,0
100666,1,8397,4
101082,1,8432,7
101112,0,8434,2
101209,2,8443,12
101402,1,8459,8
101520,1,8468,4
101555,1,8471,3
101591,1,8474,4
101616,1,8476,6
101628,0,8477,0
101656,1,8480,4
101675,1,8481,4
101692,1,8483,3
101927,2,8502,4
101971,1,8506,1
101977,0,8507,1
102352,0,8538,3
102402,2,8542,8
102453,2,8546,9
102622,2,8560,2
102684,3,8565,8
102690,0,8566,0
102849,1,8579,3
102882,0,8582,3
102963,1,8589,5
102983,0,8591,3
103057,1,8597,1
103070,0,8598,1
103141,2,8604,5
103250,0,8613,1
103383,1,8624,4
103569,1,8639,6
103586,0,8641,2
103708,2,8651,6
103726,1,8653,3
104061,1,8680,4
104101,3,8684,9
104185,1,8691,6
104266,1,8698,6
104330,0,8703,3
104465,1,8714,6
104517,1,8718,8
104596,1,8725,4
104923,2,8752,5
104926,0,8753,4
105009,2,8759,8
105151,2,8771,4
105196,1,8775,4
105234,1,8778,4
105307,4,8784,17
105568,2,8806,5
105743,4,8821,10
105949,1,8838,8
106105,4,8851,9
106137,0,8853,1
106139,1,8854,5
106176,0,8857,3
106219,0,8861,2
106457,0,8881,2
106504,0,8885,5
106693,0,8900,2
106865,0,8915,4
106887,0,8917,1
106983,1,8925,4
107206,1,8944,1
107706,2,8985,7
107741,2,8988,7
108029,1,9012,5
108065,3,9015,6
108072,2,9016,6
108081,2,9017,8
108244,1,9030,5
108331,0,9038,5
108422,2,9045,5
108427,0,9046,3
108497,0,9051,2
108538,0,9055,3
108547,0,9056,2
108582,1,9058,6
108644,0,9064,2
108693,1,9068,4
109089,0,9101,2
109202,1,9110,3
109419,0,9128,2
109616,0,9145,3
109714,2,9153,4
109723,2,9154,6
109769,3,9157,7
110029,1,9179,7
110154,2,9189,3
110233,0,9196,3
110675,0,9233,4
110727,2,9237,5
110738,2,9238,5
110934,1,9254,3
110935,2,9255,6
110973,2,9258,4
111017,2,9261,6
111029,1,9262,6
111038,2,9263,8
111088,1,9267,9
111117,0,9270,0
111204,3,9277,7
111372,2,9291,6
111596,0,9310,6
111932,1,9338,5
112181,0,9358,3
112271,0,9366,0
112285,0,9367,2
112895,1,9418,2
112899,4,9419,11
113108,0,9436,2
113139,1,9439,5
113170,0,9441,2
113226,0,9446,3
113395,0,9460,1
113405,2,9461,10
113665,2,9483,10
113676,3,9484,10
113719,1,9487,3
113760,0,9491,5
113919,0,9504,2
113939,0,9505,1
114048,0,9515,2
114182,1,9526,2
114219,0,9529,5
114458,1,9549,4
114753,1,9573,6
114775,2,9575,6
114789,1,9576,9
114797,1,9577,6
114825,1,9579,3
114885,2,9584,8
114939,3,9589,9
115015,1,9595,6
115147,1,9606,2
115155,0,9607,0
115245,3,9614,6
115461,0,9632,3
115621,1,9646,6
115634,0,9647,0
115650,0,9648,3
115693,1,9652,5
115782,3,9659,6
115835,0,9663,3
116054,2,9682,6
116217,0,9695,0
116226,1,9696,5
116234,2,9697,5
116249,0,9698,3
116259,1,9699,2
116268,0,9700,0
116280,0,9701,2
116390,1,9710,6
116461,0,9716,5
116561,0,9724,0
116595,1,9727,6
116750,0,9740,6
116768,1,9741,6
116891,1,9751,8
117010,1,9761,4
117087,1,9768,2
117105,0,9769,1
117229,0,9780,1
117249,0,9781,0
117447,1,9798,3
117598,2,9810,3
117760,0,9824,8
118146,1,9856,1
118189,1,9860,1
118273,0,9867,1
118518,2,9887,5
118540,0,9889,0
118553,1,9890,2
118570,0,9891,9
118840,0,9914,1
118885,0,9918,4
118922,1,9921,4
119074,2,9933,3
119129,0,9938,4
119155,0,9940,2
119200,0,9944,2
119209,1,9945,2
119226,2,9946,7
119235,0,9947,2
119249,0,9948,3
119287,1,9951,3
119313,4,9953,10
119572,0,9975,1
119697,3,9985,8
119721,1,9987,4
119869,2,10000,10
119888,4,10001,8
119936,2,10005,9
119957,1,10007,7
120068,1,10016,4
120111,0,10020,1
120150,0,10023,2
120190,1,10026,6
120273,0,10033,3
120277,1,10034,4
120339,2,10039,7
120503,4,10052,7
120529,0,10055,0
120579,3,10059,10
120705,0,10069,0
120777,2,10075,6
120830,0,10080,1
121145,6,10106,9
121194,1,10110,6
121410,4,10128,6
121434,0,10130,6
121532,2,10138,6
121579,2,10142,3
121607,0,10144,3
121651,1,10148,3
121693,0,10152,2
121757,0,10157,2
121771,0,10158,6
121924,0,10171,0
122113,1,10187,5
122276,3,10200,4
122304,3,10203,4
122442,1,10214,2
122553,1,10223,4
122587,3,10226,8
122615,0,10228,2
122700,0,10236,2
122770,3,10241,7
122961,0,10257,1
122970,2,10258,7
123061,2,10266,3
123128,1,10271,3
123174,1,10275,7
123189,0,10276,3
123216,1,10279,4
123238,0,10280,2
123252,1,10282,7
123308,2,10286,9
123418,1,10295,4
123499,3,10302,4
123624,0,10313,2
123677,2,10317,5
123741,0,10322,2
123857,0,10332,3
124038,0,10347,4
124053,1,10349,5
124076,0,10351,1
124170,2,10358,6
124212,2,10362,6
124386,1,10376,5
125052,1,10432,5
125396,0,10461,7
125436,0,10464,3
125476,0,10467,1
125495,0,10469,2
125513,3,10470,11
125822,0,10496,1
126002,2,10511,4
126050,0,10515,3
126197,1,10527,2
126236,0,10531,1
126749,0,10573,0
126756,1,10574,7
126803,3,10578,5
126860,0,10583,3
126871,3,10584,6
127131,2,10605,9
127162,0,10608,2
127294,3,10619,9
127357,0,10624,1
127447,1,10632,4
127997,0,10677,2
128237,3,10697,8
128521,0,10721,5
128558,0,10724,2
128604,1,10728,6
128614,0,10729,0
128642,1,10731,6
128648,2,10732,3
128749,2,10740,9
128759,1,10741,8
128963,1,10758,5
128990,0,10760,1
129009,1,10762,4
129126,1,10771,3
129317,1,10787,2
129412,1,10795,8
129417,0,10796,2
129445,3,10798,10
130098,0,10852,0
130155,0,10857,2
130273,1,10867,1
130306,2,10870,3
130312,2,10871,4
130328,1,10872,9
130340,0,10873,0
130350,2,10874,5
130365,1,10875,2
130382,1,10876,5
130389,3,10877,6
130401,3,10878,8
130409,3,10879,9
130450,1,10882,4
130509,0,10887,1
130557,3,10891,9
130682,2,10901,3
130698,1,10903,5
131020,2,10930,8
131107,1,10937,6
131144,1,10940,6
131204,4,10945,15
131743,1,10990,3
131768,3,10992,8
131845,1,10998,2
131850,1,10999,4
132239,2,11031,11
132705,0,11070,1
133022,1,11097,1
133114,1,11104,5
133361,1,11125,3
133515,3,11138,7
133586,2,11144,4
133715,0,11154,3
133859,1,11166,4
133910,2,11171,4
134153,2,11191,3
134203,2,11195,6
134218,1,11196,7
134226,4,11197,13
134242,0,11198,4
134281,1,11202,3
134335,0,11206,2
134340,0,11207,3
134369,0,11209,0
134451,0,11216,2
134477,0,11218,2
134486,1,11219,5
134633,1,11231,3
134720,0,11238,2
134938,3,11256,11
135004,3,11262,5
135016,0,11263,1
135064,0,11267,0
135116,0,11271,0
135231,0,11281,0
135281,3,11285,8
135379,1,11293,2
135427,1,11297,2
135469,1,11301,8
135728,0,11322,5
135776,2,11326,6
136242,1,11365,3
136357,0,11375,1
136465,5,11384,10
136493,0,11386,0
136599,2,11395,5
136681,3,11402,5
136694,0,11403,3
136718,1,11405,3
136832,0,11415,1
136968,1,11426,7
137089,0,11437,1
137192,0,11445,10
137228,1,11448,4
137325,1,11456,4
137408,0,11463,1
137593,3,11479,11
137669,2,11485,3
137687,5,11487,14
137823,0,11498,0
137851,0,11500,2
137921,1,11506,5
137987,1,11512,1
138035,0,11516,1
138128,0,11523,6
138141,1,11524,6
138149,0,11525,3
138158,1,11526,7
138322,2,11539,6
138473,1,11552,3
138626,0,11565,2
138837,2,11583,8
139425,1,11632,4
139442,0,11633,6
139793,2,11662,9
139889,0,11670,5
139949,1,11675,3
140036,0,11683,0
140322,1,11707,5
140416,1,11714,3
140496,0,11721,2
140530,0,11724,2
140547,0,11725,0
140661,2,11735,3
140734,0,11741,0
140873,1,11752,3
140875,1,11753,3
140892,0,11754,4
141140,4,11775,6
141203,2,11780,9
141243,2,11783,6
141282,2,11787,7
141348,2,11792,7
141359,3,11793,5
141936,0,11841,2
142079,0,11853,1
142152,0,11859,1
142344,1,11875,4
142358,1,11876,1
142385,1,11878,2
142414,1,11881,5
142428,0,11882,3
142449,1,11884,3
142466,0,11885,3
142519,1,11890,2
142549,1,11892,8
142564,2,11893,3
142574,1,11894,1
142674,0,11903,1
142706,0,11905,2
142797,0,11913,1
142826,1,11915,3
142882,0,11920,2
143046,1,11934,6
143159,2,11943,6
143215,0,11948,3
143438,2,11966,10
143584,0,11978,6
143879,0,12003,2
143935,0,12008,3
143980,1,12011,3
144037,1,12016,6
144141,0,12025,0
144147,1,12026,6
144179,1,12028,2
144507,4,12056,8
144525,0,12057,0
144543,2,12059,7
144604,1,12064,4
144765,0,12077,1
144791,2,12079,4
144812,2,12081,3
144864,1,12085,5
144874,2,12086,4
144881,1,12087,4
144924,3,12090,12
144945,2,12092,4
145045,1,12100,5
145057,2,12101,9
145069,3,12102,6
145073,1,12103,6
145087,2,12104,3
145101,0,12105,1
145115,0,12106,0
145121,2,12107,4
145133,1,12108,7
145144,3,12109,7
145158,2,12110,4
145171,2,12111,4
145185,1,12112,2
145197,2,12113,3
145208,0,12114,2
145268,0,12119,2
145283,2,12120,3
145291,3,12121,9
145299,0,12122,4
145337,1,12125,5
145355,1,12126,6
145364,1,12127,7
145504,2,12139,4
145562,1,12143,5
145578,1,12145,3
145601,0,12147,0
145622,3,12148,14
145630,1,12149,3
145640,1,12150,9
145658,0,12151,3
145710,1,12156,8
145938,2,12175,11
146060,2,12185,6
146082,3,12187,7
146207,0,12198,2
146495,1,12222,4
146510,0,12223,0
146837,3,12250,8
147022,2,12265,6
147023,1,12266,4
147072,2,12270,6
147352,1,12294,7
147391,1,12297,3
147517,2,12307,4
147595,0,12314,1
147685,0,12321,4
147846,1,12335,3
147943,0,12343,0
148012,3,12349,11
148091,0,12356,0
148155,0,12361,2
148223,2,12367,6
148323,0,12375,3
148353,2,12377,6
148362,0,12378,0
148376,2,12379,7
148393,0,12381,3
148408,3,12382,10
148490,1,12389,5
148780,2,12413,4
149208,1,12449,2
149442,1,12469,4
149569,2,12479,4
149619,1,12483,7
149671,1,12488,6
149899,1,12507,4
150075,1,12521,3
150112,0,12524,3
150166,0,12529,5
150604,0,12565,1
150654,0,12570,2
150730,0,12576,0
150854,3,12586,9
150951,2,12594,11
151054,1,12603,6
151109,0,12608,2
151379,5,12630,11
151406,1,12632,4
151412,0,12633,6
151440,0,12635,2
151495,0,12640,3
151522,2,12642,12
151550,0,12644,0
151622,1,12650,2
151632,0,12651,5
151756,2,12661,5
151867,2,12671,7
151951,2,12678,8
151969,1,12680,1
152026,0,12684,1
152060,0,12687,3
152123,0,12693,5
152148,0,12695,0
152187,4,12698,10
152318,0,12709,2
152367,1,12713,7
152383,0,12714,5
152408,1,12716,7
152411,2,12717,8
152459,3,12721,6
152542,1,12727,4
152625,0,12734,1
152865,1,12754,4
152985,0,12764,1
153074,1,12772,5
153140,2,12777,4
153230,0,12785,3
153338,1,12794,4
153640,0,12819,4
153827,0,12835,1
153884,1,12839,5
153988,0,12848,1
153997,0,12849,4
154140,0,12861,6
154524,0,12893,2
154579,3,12897,9
154583,1,12898,8
154606,2,12899,6
154609,2,12900,7
154627,0,12901,0
154892,0,12923,1
155167,1,12946,3
155180,3,12947,6
155193,4,12948,11
155522,2,12976,6
155699,0,12991,1
155735,1,12994,8
155793,1,12998,6
155848,3,13003,5
155864,2,13004,5
155900,2,13007,6
155989,2,13015,7
156192,0,13032,1
156271,2,13038,8
156476,1,13055,9
156599,4,13066,8
156655,0,13070,3
157004,1,13099,6
157245,1,13119,5
157263,1,13121,6
157464,0,13138,2
157533,2,13143,4
157575,0,13147,1
157601,2,13149,5
157776,2,13164,6
157794,0,13165,4
157814,1,13167,5
157830,1,13168,8
157876,0,13172,2
157928,0,13176,0
157984,2,13181,5
158002,0,13182,2
158004,0,13183,0
158284,1,13206,3
158814,0,13250,3
158962,3,13263,7
159076,2,13272,4
159131,0,13277,4
159156,1,13279,4
159237,2,13286,4
159556,0,13312,3
159563,1,13313,3
159618,1,13317,3
159709,1,13325,6
159734,5,13327,12
159844,1,13336,3
159850,0,13337,2
160289,1,13373,6
160442,1,13386,6
160471,1,13388,8
160595,0,13399,2
160903,0,13424,0
161427,5,13468,14
161862,2,13505,7
161985,0,13515,5
162089,3,13524,7
162247,0,13537,6
162303,1,13541,2
162336,0,13544,1
162356,1,13546,10
162384,0,13548,2
162478,1,13556,3
162508,1,13558,6
162516,0,13559,3
162526,2,13560,5
162539,2,13561,4
162764,0,13580,0
162850,1,13587,4
163033,2,13602,5
163081,1,13606,5
163219,5,13618,11
163237,0,13619,2
163286,1,13623,5
163472,1,13639,3
163519,0,13643,1
163739,0,13661,1
163854,0,13671,0
163965,0,13680,1
164155,0,13696,5
164210,1,13700,4
164341,2,13711,4
164499,1,13724,3
164778,0,13748,3
164795,1,13749,2
165788,2,13832,3
165935,1,13843,2
166394,1,13882,3
166506,3,13891,7
166566,0,13896,2
166667,0,13904,2
166790,0,13915,0
166872,0,13921,7
166912,1,13925,2
166936,2,13927,5
166964,2,13929,6
166992,0,13931,2
167146,2,13944,5
167160,3,13945,12
167161,2,13946,10
167408,2,13966,7
167455,2,13970,4
167603,0,13982,2
167729,2,13993,6
167778,1,13997,5
167825,1,14001,6
167920,1,14009,4
168127,2,14027,7
168141,1,14028,3
168238,0,14036,0
168299,0,14042,5
168316,0,14043,2
168376,0,14048,10
169057,0,14105,0
169616,1,14152,2
169736,3,14162,8
169843,1,14171,1
169966,3,14181,8
169990,2,14183,5
170005,0,14184,8
170081,2,14190,5
170177,2,14198,7
170198,0,14200,3
170204,1,14201,8
170306,1,14209,3
170325,0,14211,2
170371,2,14215,4
170454,0,14221,0
170572,1,14231,4
170859,2,14255,4
171060,2,14272,6
171112,1,14276,5
171124,1,14277,5
171191,0,14283,3
171609,4,14318,14
171695,1,14325,4
171806,4,14335,9
172013,1,14352,5
172781,1,14416,4
172896,2,14426,8
173138,2,14446,4
173271,1,14458,5
173648,2,14489,6
173662,1,14490,2
173700,3,14493,9
173751,2,14498,7
173795,2,14501,5
173825,0,14504,3
173902,2,14510,7
173934,2,14513,4
174067,0,14524,2
174082,0,14525,1
174184,3,14534,10
174191,3,14535,7
174203,3,14536,7
174218,0,14537,1
174301,0,14544,2
174320,1,14545,4
174420,1,14554,2
174436,2,14555,4
174567,0,14566,1
174589,1,14568,2
174638,4,14572,9
174647,0,14573,1
174723,0,14579,0
174765,1,14582,2
174822,1,14587,3
174877,0,14592,2
175067,0,14608,2
175270,0,14625,4
175358,2,14632,5
175516,2,14645,7
175623,2,14654,5
175716,1,14662,2
175741,4,14665,12
175762,4,14666,6
175765,2,14667,5
175778,1,14668,2
175794,0,14669,0
175805,2,14670,10
175813,1,14671,3
175842,0,14673,0
175849,0,14674,0
175893,2,14677,6
175983,2,14685,3
176048,0,14690,1
176051,2,14691,7
176143,1,14698,7
176188,0,14702,1
176249,3,14707,9
176383,1,14718,4
176444,2,14723,8
176566,0,14734,3
176636,1,14740,2
176717,0,14746,3
176909,5,14762,10
176931,1,14764,4
177013,0,14771,1
177025,1,14772,3
177187,0,14785,2
177324,1,14797,2
177419,1,14805,7
177662,0,14825,1
177727,0,14830,5
177852,0,14841,5
177968,2,14851,10
178204,2,14870,4
178311,1,14879,7
178319,1,14880,3
178330,1,14881,3
178353,1,14883,2
178390,1,14886,2
178454,1,14891,6
