,пятерочки,выручка
336,3,77491967.947
337,3,79483550.877
338,3,90295693.132
339,3,84443022.705
340,3,84792994.176
341,3,77338627.42
342,3,73737076.436
343,3,71476086.503
344,3,75791360.263
345,3,81708181.386
346,3,83101959.792
347,3,95950605.642
348,3,116516991.717
349,3,119642612.444
350,3,134003645.154
351,3,126861876.821
352,3,123496600.956
353,3,108852376.689
354,3,107936139.606
355,3,110778240.234
356,3,120127749.299
357,3,127283816.374
358,3,131225757.805
359,3,147820639.445
360,3,51399181.161
361,3,50262365.482
362,3,55571463.951
363,3,55724180.164
364,3,57337154.846
365,3,53421082.761
366,3,53739743.993
367,3,53884706.538
368,3,47206159.116
369,3,47369896.019
370,3,48311427.303
371,3,54714906.736
372,0,100528481.582
373,0,107418813.993
374,0,116366237.7
375,0,110889058.379
376,0,109666337.07
377,0,102538454.608
378,0,98444724.099
379,0,98337004.185
380,0,106065881.063
381,0,110219422.339
382,0,113337548.042
383,0,128722085.199
384,3,70871509.185
385,3,73641720.554
386,3,80591716.574
387,3,76198170.614
388,3,75615949.244
389,3,70748582.496
390,3,72509373.202
391,3,72176945.512
392,3,71127063.718
393,3,72720568.116
394,3,72915792.993
395,3,82091723.346
396,3,57731970.675
397,3,60462391.557
398,3,67695406.542
399,3,65617296.407
400,3,67728440.047
401,3,67409384.75
402,3,69734679.014
403,3,68070147.441
404,3,67590383.249
405,3,71904342.99
406,3,70546771.187
407,3,77998695.66
408,1,59812049.949
409,1,65235803.86
410,1,68649515.837
411,1,65996419.467
412,1,69604092.053
413,1,64855058.691
414,1,64696159.814
415,1,66342386.911
416,1,68707394.634
417,1,78009267.22
418,1,80328793.148
419,1,91833177.936
420,4,87609054.989
421,4,92780732.611
422,4,101529870.166
423,4,99722450.698
424,4,99565698.315
425,4,96941422.031
426,4,98144293.898
427,4,96713169.745
428,4,95770159.69
429,4,102034306.106
430,4,110304171.662
431,4,132224657.935
432,1,85584254.403
433,1,87618222.429
434,1,95526306.505
435,1,91663683.259
436,1,90698065.093
437,1,76534203.207
438,1,75080458.881
439,1,73388415.61
440,1,75908466.362
441,1,84691230.045
442,1,89954461.605
443,1,104888836.111
444,4,27917324.859
445,4,27492643.611
446,4,29071014.313
447,4,28085998.571
448,4,27661067.74
449,4,25980484.708
450,4,26094615.338
451,4,25263482.99
452,4,27963749.672
453,4,29498139.193
454,4,27565885.269
455,4,29787641.126
456,1,89366368.989
457,1,92326510.603
458,1,101738263.781
459,1,98286477.787
460,1,100274932.231
461,1,92724535.505
462,1,90307905.388
463,1,90771287.504
464,1,92201495.006
465,1,99593689.315
466,1,102875810.346
467,1,119884814.381
468,2,62493171.13
469,2,64074120.659
470,2,68833373.291
471,2,65409730.446
472,2,67595823.241
473,2,62293736.007
474,2,63856807.816
475,2,64132393.639
476,2,67733278.836
477,2,70962740.542
478,2,70029476.896
479,2,75828381.249
480,1,38423118.437
481,1,41021599.039
482,1,45782178.191
483,1,41800874.296
484,1,45410776.88
485,1,44563011.37
486,1,47343372.332
487,1,46530355.642
488,1,46275012.228
489,1,49951076.407
490,1,51153923.73
491,1,60994888.439
492,4,33401481.265
493,4,32224990.486
494,4,34012495.714
495,4,30765263.479
496,4,31854145.99
497,4,31069529.283
498,4,32250108.941
499,4,31877208.69
500,4,32244436.839
501,4,35181178.079
502,4,33860086.703
503,4,38271295.906
504,3,42351160.895
505,3,44624448.82
506,3,47280808.507
507,3,44349868.967
508,3,44601296.799
509,3,42185201.565
510,3,43070095.302
511,3,23353239.878
512,3,44733357.017
513,3,48621353.379
514,3,52705967.61
515,3,59996199.676
516,3,40500312.211
517,3,44011821.404
518,3,50837726.356
519,3,49586727.649
520,3,53602049.019
521,3,49129978.205
522,3,51799332.762
523,3,49817120.255
524,3,47422714.097
525,3,50248269.025
526,3,50514294.515
527,3,60966419.837
528,0,58560526.322
529,0,58740226.886
530,0,63706539.705
531,0,61283311.815
532,0,60744914.82
533,0,57006320.535
534,0,55834417.431
535,0,57281928.73
536,0,60823725.492
537,0,66760328.193
538,0,69212785.406
539,0,77070931.143
540,0,53273050.7
541,0,57258732.578
542,0,64051286.302
543,0,65259134.391
544,0,66422466.559
545,0,61761502.903
546,0,63841314.127
547,0,58990477.797
548,0,63253459.892
549,0,62029949.198
550,0,64598085.821
551,0,72058632.081
552,0,80970427.148
553,0,84211537.193
554,0,92527875.366
555,0,91149299.054
556,0,90292015.966
557,0,80192733.482
558,0,75549386.454
559,0,76315906.531
560,0,81053899.133
561,0,88747983.657
562,0,92762904.139
563,0,108959767.172
564,0,45458876.551
565,0,48789958.636
566,0,56142870.627
567,0,57513078.436
568,0,58008530.206
569,0,56816970.064
570,0,54618854.972
571,0,54739834.754
572,0,55830593.65
573,0,56478908.472
574,0,56394146.326
575,0,62834849.475
576,3,62451766.85
577,3,63355657.969
578,3,70453397.878
579,3,67346745.264
580,3,70407413.604
581,3,63896739.084
582,3,64691140.072
583,3,64218535.629
584,3,64566280.536
585,3,69647852.384
586,3,72585192.765
587,3,86861896.498
588,0,42171520.667
589,0,43791412.524
590,0,47596107.125
591,0,46748098.425
592,0,49673527.661
593,0,46438058.233
594,0,48391367.614
595,0,47795942.583
596,0,47687484.289
597,0,48272338.981
598,0,47534556.862
599,0,54977889.018
600,2,49839909.395
601,2,50573830.739
602,2,56707171.616
603,2,53950827.636
604,2,52966240.941
605,2,50559985.252
606,2,49181845.834
607,2,47090864.112
608,2,50111505.575
609,2,54877890.384
610,2,56862077.339
611,2,63699514.178
612,1,29413739.528
613,1,32401324.567
614,1,36217479.307
615,1,36593607.225
616,1,36746705.083
617,1,34827231.357
618,1,37974057.815
619,1,36742058.148
620,1,36203285.515
621,1,37770358.152
622,1,37389367.219
623,1,40526691.241
624,1,66658062.561
625,1,21729465.537
626,1,93946487.68
627,1,104092641.122
628,1,97618682.096
629,1,89682253.027
630,1,81898802.608
631,1,77550552.285
632,1,100741724.568
633,1,110668044.331
634,1,110420537.073
635,1,120518707.522
636,2,36020736.435
637,2,36061983.459
638,2,42729511.264
639,2,41059562.158
640,2,36789100.152
641,2,34567877.411
642,2,35439598.336
643,2,34042634.337
644,2,36404299.342
645,2,37645752.332
646,2,38446944.593
647,2,42732169.375
648,1,46331382.729
649,1,44706496.286
650,1,47562613.235
651,1,45308491.555
652,1,48388790.374
653,1,43186142.478
654,1,44073554.546
655,1,44877146.809
656,1,44922682.453
657,1,47166690.829
658,1,47434447.18
659,1,54126631.499
660,1,71248184.403
661,1,73841463.078
662,1,80608204.128
663,1,76666495.759
664,1,74369835.93
665,1,72565608.855
666,1,70972174.481
667,1,69671968.435
668,1,75799593.911
669,1,81719451.025
670,1,82320385.889
671,1,94199555.739
672,4,67022442.723
673,4,67235868.61
674,4,75481107.009
675,4,71525970.568
676,4,74734904.069
677,4,67799382.546
678,4,70558587.194
679,4,68911601.357
680,4,67926459.605
681,4,75055382.784
682,4,74982707.658
683,4,85103348.225
684,0,64334875.924
685,0,68631883.824
686,0,74042329.196
687,0,72263032.756
688,0,74237328.118
689,0,73064085.978
690,0,68476413.754
691,0,62101162.867
692,0,62089129.441
693,0,63942093.495
694,0,63113989.256
695,0,71401815.856
696,0,54722669.068
697,0,57487336.072
698,0,64124934.944
699,0,63193410.281
700,0,66349226.339
701,0,69285324.245
702,0,70014873.648
703,0,64972857.055
704,0,60605807.278
705,0,61718652.82
706,0,63954991.41
707,0,82944270.921
708,0,42449724.38
709,0,43708989.384
710,0,47214290.418
711,0,44121493.185
712,0,49017278.855
713,0,43457047.999
714,0,43067327.449
715,0,41430600.189
716,0,39162818.878
717,0,41176194.744
718,0,43551408.615
719,0,43483851.188
720,0,130786508.698
721,0,133861763.8
722,0,146971530.877
723,0,143601844.862
724,0,152726287.331
725,0,144508902.92
726,0,143326298.078
727,0,142710506.5
728,0,143144212.92
729,0,149891345.222
730,0,151710091.775
731,0,172304027.155
732,3,64356554.465
733,3,52755822.058
734,3,50003067.956
735,3,42236083.878
736,3,39289683.899
737,3,36410580.407
738,3,37893630.329
739,3,37684834.604
740,3,37049780.913
741,3,38354918.077
742,3,38481360.54
743,3,42328192.306
744,4,25891326.176
745,4,24547039.846
746,4,25330998.772
747,4,26938161.904
748,4,26951773.172
749,4,25329210.295
750,4,27210042.966
751,4,26907057.286
752,4,27526212.324
753,4,29230172.592
754,4,29871860.779
755,4,35060459.682
756,4,51513988.882
757,4,52640601.643
758,4,54940146.309
759,4,54585052.112
760,4,51274349.482
761,4,47891049.267
762,4,44810160.218
763,4,46327842.376
764,4,49859679.053
765,4,52046363.977
766,4,56454621.139
767,4,62416110.502
768,0,54684915.48
769,0,57398289.281
770,0,63077999.848
771,0,59172774.079
772,0,60262099.745
773,0,54974911.027
774,0,51475710.51
775,0,51570084.744
776,0,55616241.808
777,0,61403809.148
778,0,64607506.877
779,0,71332045.067
780,5,48571586.962
781,5,50240701.838
782,5,58247072.43
783,5,57515732.606
784,5,62429991.524
785,5,61131044.326
786,5,62398316.387
787,5,64233034.119
788,5,64136722.457
789,5,67003870.902
790,5,66590528.056
791,5,72209037.527
792,1,73860757.799
793,1,81262739.078
794,1,89902960.169
795,1,89824335.404
796,1,92116243.916
797,1,92162663.643
798,1,96130949.031
799,1,88880951.159
800,1,93618684.721
801,1,94694719.273
802,1,88290671.116
803,1,101619346.55
804,1,25715130.106
805,1,23823754.869
806,1,28210322.829
807,1,26071647.958
808,1,27391538.899
809,1,26480103.317
810,1,29544034.776
811,1,26380982.707
812,1,26900697.512
813,1,31965503.507
814,1,28669695.929
815,1,32560165.315
816,0,53972229.437
817,0,55564841.933
818,0,63795095.24
819,0,61662741.561
820,0,64080267.276
821,0,54651767.006
822,0,52145248.8
823,0,54330874.676
824,0,58225067.654
825,0,59568334.731
826,0,58894674.203
827,0,66963466.247
828,1,36811695.536
829,1,35712482.833
830,1,38288200.923
831,1,37149324.012
832,1,38476159.134
833,1,36356221.884
834,1,36553563.831
835,1,35168828.42
836,1,34855127.43
837,1,37653318.77
838,1,39415145.331
839,1,45310758.066
840,4,41511008.532
841,4,42407348.299
842,4,44887238.255
843,4,43212455.38
844,4,51026986.128
845,4,49038504.318
846,4,49677573.156
847,4,42594163.264
848,4,49881301.052
849,4,51095748.709
850,4,52776262.042
851,4,60502606.594
852,3,33808741.326
853,3,34028249.403
854,3,35847540.983
855,3,36824062.526
856,3,36788521.423
857,3,34953753.352
858,3,36314086.039
859,3,33630758.275
860,3,36298557.992
861,3,39426131.781
862,3,39633616.414
863,3,46929532.373
864,6,41714947.233
865,6,44747002.229
866,6,44256659.547
867,6,48027621.994
868,6,46893633.943
869,6,42607529.07
870,6,42061569.307
871,6,40330799.841
872,6,42789688.367
873,6,44775555.217
874,6,47113722.081
875,6,53966607.197
876,2,84618330.194
877,2,89708591.645
878,2,100551604.317
879,2,94537905.753
880,2,96077096.161
881,2,88698556.088
882,2,88281468.783
883,2,85139753.623
884,2,91986628.264
885,2,97191259.952
886,2,101660456.724
887,2,122767945.443
888,0,101498513.787
889,0,107599266.393
890,0,116771473.382
891,0,116118072.574
892,0,122920370.793
893,0,128118481.111
894,0,135460158.008
895,0,129241022.261
896,0,122344756.813
897,0,130549876.767
898,0,125271060.172
899,0,140797788.676
900,0,51985893.553
901,0,50898705.796
902,0,57276461.97
903,0,55940289.065
904,0,57541998.715
905,0,53545051.415
906,0,53700687.471
907,0,55854339.915
908,0,61627290.765
909,0,67646425.746
910,0,66504750.704
911,0,74942187.978
912,3,52455496.653
913,3,51841948.635
914,3,58018709.979
915,3,55701520.519
916,3,54087876.508
917,3,48754781.707
918,3,44019283.936
919,3,43662656.422
920,3,42215495.434
921,3,45379904.249
922,3,46372730.56
923,3,53949428.179
924,1,32247384.639
925,1,32553547.148
926,1,35984545.192
927,1,37642951.314
928,1,38517162.828
929,1,40934380.341
930,1,43182941.049
931,1,39274800.161
932,1,39033122.671
933,1,39464236.325
934,1,37465142.535
935,1,41381929.805
936,1,44708038.059
937,1,45872201.32
938,1,50550057.141
939,1,47425274.135
940,1,48468523.95
941,1,44186959.841
942,1,42846093.942
943,1,43655921.667
944,1,46310650.608
945,1,49291030.147
946,1,51211605.201
947,1,59454312.147
948,3,39349332.116
949,3,39763699.067
950,3,41640672.826
951,3,38193520.661
952,3,36981202.325
953,3,32532173.328
954,3,35723230.941
955,3,32498074.575
956,3,34422581.906
957,3,33767432.569
958,3,37034079.627
959,3,37917799.984
960,1,107221239.507
961,1,108834991.576
962,1,120812155.069
963,1,117444191.454
964,1,116400941.591
965,1,108062348.821
966,1,99356562.236
967,1,95824059.658
968,1,106897449.236
969,1,116126469.872
970,1,123631711.738
971,1,141671652.171
972,0,56369060.064
973,0,56824226.601
974,0,62312968.44
975,0,62076605.045
976,0,62745127.365
977,0,54623437.652
978,0,53912234.036
979,0,53954370.226
980,0,56143379.688
981,0,58808995.724
982,0,59555120.449
983,0,63872669.323
984,3,66985938.098
985,3,67123465.484
986,3,72730609.637
987,3,67139452.012
988,3,68495471.109
989,3,60700528.095
990,3,61518500.399
991,3,62380431.896
992,3,62328901.456
993,3,67023514.021
994,3,69899378.543
995,3,81310334.028
996,2,56934345.168
997,2,57705236.234
998,2,62150126.115
999,2,59619540.181
1000,2,59590370.386
1001,2,58160570.756
1002,2,57955278.408
1003,2,57884336.027
1004,2,56199503.587
1005,2,59846401.711
1006,2,60889913.857
1007,2,68538894.204
1008,1,74771111.554
1009,1,83790774.811
1010,1,91535355.867
1011,1,88687475.702
1012,1,84243336.601
1013,1,72297665.584
1014,1,67270035.639
1015,1,64309748.279
1016,1,75959170.171
1017,1,80395414.833
1018,1,82862984.702
1019,1,84204199.984
1020,1,41267504.453
1021,1,39068566.879
1022,1,48011130.253
1023,1,45823461.967
1024,1,52746654.674
1025,1,59726378.105
1026,1,57345935.128
1027,1,52058515.174
1028,1,47712318.765
1029,1,47327418.155
1030,1,43958435.011
1031,1,46128754.611
1032,2,73299181.274
1033,2,76378717.757
1034,2,87020120.459
1035,2,81817465.18
1036,2,82931723.683
1037,2,78805005.701
1038,2,79076040.166
1039,2,79518670.423
1040,2,87599795.706
1041,2,88051150.943
1042,2,87821186.053
1043,2,97781114.781
1044,3,33858678.002
1045,3,36393796.803
1046,3,39367877.327
1047,3,37184230.482
1048,3,36853468.633
1049,3,33278059.571
1050,3,32702762.894
1051,3,33139890.943
1052,3,33887195.626
1053,3,37338444.577
1054,3,37848605.006
1055,3,43838312.132
1056,1,32764767.781
1057,1,33334258.94
1058,1,36019871.193
1059,1,34807539.735
1060,1,35403086.138
1061,1,34904611.412
1062,1,35968803.459
1063,1,34883699.966
1064,1,34124363.884
1065,1,34835661.306
1066,1,35380100.623
1067,1,41082827.588
1068,4,34770740.029
1069,4,32876509.676
1070,4,36742076.149
1071,4,35747414.365
1072,4,35941606.231
1073,4,35488443.307
1074,4,35153987.131
1075,4,35809296.491
1076,4,34395927.877
1077,4,37218448.368
1078,4,38630388.197
1079,4,44419734.546
1080,2,109367807.731
1081,2,102809152.513
1082,2,108364550.986
1083,2,104196623.752
1084,2,106049651.591
1085,2,104213273.977
1086,2,102898727.384
1087,2,101285884.221
1088,2,97967512.85
1089,2,105317588.554
1090,2,111562748.705
1091,2,121876557.651
1092,0,136241270.168
1093,0,123106450.276
1094,0,141570358.325
1095,0,136810169.865
1096,0,137685772.094
1097,0,124033744.058
1098,0,122200700.378
1099,0,122598600.421
1100,0,136480932.445
1101,0,141312344.162
1102,0,144356388.353
1103,0,163388778.704
1104,2,33869685.443
1105,2,35296368.667
1106,2,38231593.584
1107,2,36346274.972
1108,2,38196463.48
1109,2,36390374.069
1110,2,36256000.807
1111,2,36529500.46
1112,2,36241939.645
1113,2,38384918.798
1114,2,39280472.441
1115,2,44828717.712
1116,0,29629095.907
1117,0,30663828.724
1118,0,32749526.087
1119,0,33266084.145
1120,0,33908748.616
1121,0,32821145.967
1122,0,36237176.442
1123,0,34046537.779
1124,0,33005898.225
1125,0,35475874.952
1126,0,33644974.106
1127,0,39476490.92
1128,0,58267371.884
1129,0,57637083.359
1130,0,63938555.718
1131,0,62584678.574
1132,0,64437643.208
1133,0,60203208.661
1134,0,64130650.295
1135,0,63517082.492
1136,0,63594151.013
1137,0,67122601.928
1138,0,67161644.915
1139,0,77815263.614
1140,5,55139166.436
1141,5,54515648.682
1142,5,58502081.398
1143,5,57048239.541
1144,5,58297810.787
1145,5,57822129.188
1146,5,59558021.925
1147,5,60460637.545
1148,5,58739846.993
1149,5,59865418.549
1150,5,58192455.181
1151,5,64282985.622
1152,2,32548650.485
1153,2,33142625.191
1154,2,37266559.917
1155,2,36910918.59
1156,2,38221444.706
1157,2,35949214.201
1158,2,36843593.315
1159,2,36513420.058
1160,2,33806008.807
1161,2,39754739.105
1162,2,39689404.193
1163,2,45657563.923
1164,4,97357638.997
1165,4,96706094.311
1166,4,104921807.382
1167,4,99662565.865
1168,4,101249256.273
1169,4,90230939.217
1170,4,86745633.892
1171,4,87359480.315
1172,4,97117657.091
1173,4,102270116.674
1174,4,102091136.319
1175,4,110128303.967
1176,3,58340969.823
1177,3,59148078.384
1178,3,63815425.834
1179,3,60685198.144
1180,3,60187067.475
1181,3,53400123.786
1182,3,49621420.348
1183,3,48459359.498
1184,3,50209147.682
1185,3,53793359.21
1186,3,56203036.875
1187,3,65534294.7
1188,0,28747046.06
1189,0,29029274.367
1190,0,32011976.648
1191,0,31532683.765
1192,0,34073204.127
1193,0,33600409.73
1194,0,32954597.517
1195,0,32058818.028
1196,0,29732893.932
1197,0,30068971.484
1198,0,30183151.82
1199,0,36485479.497
1200,0,43258187.821
1201,0,43239806.699
1202,0,49996443.202
1203,0,50722308.387
1204,0,53298605.169
1205,0,49887514.696
1206,0,49767616.111
1207,0,49901186.676
1208,0,48093870.251
1209,0,50459838.421
1210,0,53665641.912
1211,0,63761420.923
1212,1,35616936.425
1213,1,36597096.617
1214,1,40989302.34
1215,1,37072321.646
1216,1,37711843.785
1217,1,36641408.732
1218,1,36989638.66
1219,1,37660006.808
1220,1,37410084.935
1221,1,40151509.856
1222,1,40885713.277
1223,1,48281191.812
1224,1,49170841.615
1225,1,50262596.79
1226,1,56087331.006
1227,1,54203684.549
1228,1,56576758.143
1229,1,52426490.231
1230,1,26199880.875
1231,1,54060403.851
1232,1,53209234.776
1233,1,58118236.765
1234,1,60181949.2
1235,1,70588978.42
1236,1,45433533.548
1237,1,48592943.496
1238,1,53441933.399
1239,1,53371691.251
1240,1,54003727.006
1241,1,50799470.088
1242,1,50846691.077
1243,1,52500346.089
1244,1,52133426.532
1245,1,57854110.224
1246,1,60431503.921
1247,1,72060162.59
1248,0,67421337.176
1249,0,76089298.771
1250,0,88035506.418
1251,0,39209587.434
1252,0,80030848.161
1253,0,86178524.554
1254,0,82341269.118
1255,0,80819717.651
1256,0,90792718.848
1257,0,97348487.218
1258,0,104228691.519
1259,0,117108902.524
1260,1,27018582.659
1261,1,27364694.341
1262,1,30692335.968
1263,1,28330430.768
1264,1,28961568.768
1265,1,29771593.478
1266,1,31471268.524
1267,1,29974712.943
1268,1,27793968.032
1269,1,28205946.626
1270,1,28173955.196
1271,1,32399123.101
1272,2,147095335.226
1273,2,154039710.726
1274,2,173347968.376
1275,2,171394980.672
1276,2,174322667.046
1277,2,170089516.233
1278,2,173745101.346
1279,2,168511401.623
1280,2,172468732.239
1281,2,189478284.307
1282,2,192035645.292
1283,2,210474165.247
1284,3,36969735.698
1285,3,40513018.229
1286,3,46177506.851
1287,3,46439955.68
1288,3,45324776.527
1289,3,44994278.488
1290,3,45754092.491
1291,3,42760019.964
1292,3,43233338.175
1293,3,47277311.364
1294,3,46364641.671
1295,3,51237267.013
1296,0,102514610.434
1297,0,103182499.6
1298,0,111386780.375
1299,0,97231390.514
1300,0,103103942.257
1301,0,92672091.518
1302,0,95649325.728
1303,0,91948076.595
1304,0,97152882.572
1305,0,102253878.708
1306,0,101459383.796
1307,0,119984034.167
1308,0,59752106.204
1309,0,62855132.422
1310,0,64994379.686
1311,0,63436864.903
1312,0,65149197.46
1313,0,62037876.879
1314,0,12027315.079
1315,0,63758025.807
1316,0,67866487.357
1317,0,88852121.94
1318,0,72891381.284
1319,0,83924572.398
1320,1,49430498.609
1321,1,52206036.224
1322,1,57866048.69
1323,1,61394451.474
1324,1,67444693.408
1325,1,66090530.635
1326,1,64970460.387
1327,1,65140253.542
1328,1,71771758.88
1329,1,87733576.867
1330,1,63690827.047
1331,1,66967093.268
1332,0,58171789.074
1333,0,61581967.775
1334,0,68160853.31
1335,0,65561805.083
1336,0,65509555.06
1337,0,59646131.904
1338,0,59801303.442
1339,0,59462991.158
1340,0,60336064.592
1341,0,66490062.217
1342,0,67867761.776
1343,0,77507206.403
1344,2,39193789.292
1345,2,39126835.327
1346,2,42851439.979
1347,2,41952527.033
1348,2,41146611.906
1349,2,39328650.501
1350,2,40370490.635
1351,2,39077368.667
1352,2,42816298.117
1353,2,43956709.942
1354,2,45880677.68
1355,2,50368715.867
1356,1,133373887.986
1357,1,138698328.789
1358,1,154368137.653
1359,1,145154627.52
