,пятерочки,выручка
2596,0,104902051.514
2597,0,98052906.524
2598,0,95308069.13
2599,0,92771769.91
2600,0,102500041.107
2601,0,107139437.183
2602,0,109268479.029
2603,0,123082561.372
2604,2,57452046.408
2605,2,59921153.726
2606,2,65107916.713
2607,2,62100486.231
2608,2,62903440.506
2609,2,57581098.306
2610,2,59452890.772
2611,2,56492971.695
2612,2,56894429.284
2613,2,62771031.538
2614,2,59401854.41
2615,2,66051658.544
2616,1,50691487.348
2617,1,50093961.567
2618,1,54250620.146
2619,1,48251613.442
2620,1,49274095.409
2621,1,44746596.033
2622,1,44106181.861
2623,1,41939486.158
2624,1,46199426.807
2625,1,47456803.521
2626,1,48874686.505
2627,1,54235079.756
2628,7,44821352.902
2629,7,45900187.368
2630,7,54166308.507
2631,7,51281198.833
2632,7,49940761.068
2633,7,45068722.763
2634,7,45546986.858
2635,7,45096573.777
2636,7,45852879.364
2637,7,50946546.738
2638,7,48847760.543
2639,7,57317981.354
2640,0,54343119.771
2641,0,51346903.808
2642,0,56924460.596
2643,0,57330078.509
2644,0,57474854.764
2645,0,60002007.005
2646,0,61653166.83
2647,0,59773824.487
2648,0,57552834.014
2649,0,61935698.993
2650,0,57123070.724
2651,0,64036263.591
2652,0,32484912.949
2653,0,33232904.542
2654,0,37818664.55
2655,0,35176452.399
2656,0,38391138.321
2657,0,35089189.708
2658,0,35448422.327
2659,0,32264914.703
2660,0,33201989.215
2661,0,36013777.819
2662,0,35618914.391
2663,0,41158451.422
2664,0,31743155.408
2665,0,32339215.997
2666,0,37068728.044
2667,0,38159701.731
2668,0,40357349.993
2669,0,40417888.765
2670,0,41143843.694
2671,0,37204492.17
2672,0,35655361.842
2673,0,35481860.157
2674,0,36052736.934
2675,0,40992019.696
2676,0,97903629.573
2677,0,99467504.561
2678,0,109383539.993
2679,0,107050316.811
2680,0,106360222.779
2681,0,88648720.688
2682,0,86368411.353
2683,0,84191806.422
2684,0,98833208.364
2685,0,103886978.297
2686,0,105055396.766
2687,0,118371395.512
2688,2,62137811.675
2689,2,64413818.637
2690,2,69534095.257
2691,2,64441430.947
2692,2,65962335.335
2693,2,59104346.245
2694,2,60791189.317
2695,2,60284791.418
2696,2,65292444.852
2697,2,82184401.004
2698,2,84335510.098
2699,2,100902844.523
2700,2,25308124.544
2701,2,24275908.153
2702,2,26664839.704
2703,2,24557989.553
2704,2,26134844.559
2705,2,23842630.233
2706,2,24973534.755
2707,2,24718208.438
2708,2,24533460.596
2709,2,28284545.836
2710,2,28875652.365
2711,2,34102779.054
2712,1,36471656.826
2713,1,42018280.325
2714,1,49075318.387
2715,1,47090670.747
2716,1,47658944.866
2717,1,42459081.276
2718,1,37812093.19
2719,1,34711462.724
2720,1,35680558.104
2721,1,39218408.982
2722,1,38172262.537
2723,1,42155056.065
2724,1,50286447.639
2725,1,50592762.623
2726,1,54474718.837
2727,1,53687000.186
2728,1,53628790.94
2729,1,50702682.738
2730,1,51361366.739
2731,1,49245956.637
2732,1,52376359.772
2733,1,54243982.94
2734,1,56110976.58
2735,1,65229045.577
2736,2,38303408.04
2737,2,38040787.14
2738,2,42194823.063
2739,2,40464272.667
2740,2,40293396.584
2741,2,38344489.661
2742,2,38257286.515
2743,2,38481674.708
2744,2,40493249.896
2745,2,40451311.21
2746,2,40163774.856
2747,2,46018593.205
2748,2,27103741.68
2749,2,26886998.167
2750,2,29849777.665
2751,2,27640020.759
2752,2,28459142.677
2753,2,28199424.681
2754,2,28267400.292
2755,2,27562501.448
2756,2,27600604.243
2757,2,30812867.368
2758,2,30408414.937
2759,2,32798270.68
2760,0,47707556.634
2761,0,51244956.64
2762,0,54806653.892
2763,0,52654254.261
2764,0,53544246.467
2765,0,48698396.781
2766,0,50181486.618
2767,0,51550316.829
2768,0,52218924.515
2769,0,54567870.336
2770,0,57334343.481
2771,0,60862499.134
2772,0,58576644.129
2773,0,61129501.946
2774,0,68131068.622
2775,0,70036001.29
2776,0,75365666.936
2777,0,74224067.669
2778,0,74413812.392
2779,0,71094638.056
2780,0,65167687.2
2781,0,72071521.998
2782,0,71893734.576
2783,0,79447909.505
2784,2,40612025.988
2785,2,41185837.761
2786,2,28156809.552
2787,2,44217461.724
2788,2,47935136.516
2789,2,45719776.546
2790,2,47141554.964
2791,2,44879294.741
2792,2,46352675.701
2793,2,48828590.22
2794,2,54415604.754
2795,2,63908580.522
2796,3,74467318.195
2797,3,81318789.021
2798,3,85036054.236
2799,3,82982738.886
2800,3,88463978.24
2801,3,81341128.976
2802,3,84211166.966
2803,3,81794145.196
2804,3,81432996.59
2805,3,83759962.665
2806,3,83623368.437
2807,3,95491459.789
2808,0,66570906.716
2809,0,66429263.235
2810,0,73588012.573
2811,0,70155773.05
2812,0,70487132.532
2813,0,66722511.17
2814,0,65734419.057
2815,0,69236599.324
2816,0,71038468.468
2817,0,75119448.631
2818,0,77488389.59
2819,0,85478069.942
2820,0,85934881.518
2821,0,86918072.714
2822,0,95508578.062
2823,0,94420625.374
2824,0,93194518.905
2825,0,91553704.895
2826,0,88587999.485
2827,0,87762560.382
2828,0,90607218.871
2829,0,98580323.996
2830,0,96408881.148
2831,0,110115596.985
2832,0,48026571.985
2833,0,51877264.688
2834,0,56440586.943
2835,0,58518455.588
2836,0,54454244.399
2837,0,52165646.42
2838,0,51415043.917
2839,0,52482124.175
2840,0,55169383.472
2841,0,51073532.003
2842,0,50377106.312
2843,0,57531150.46
2844,2,43986586.62
2845,2,45906042.668
2846,2,50700745.235
2847,2,50536654.231
2848,2,50843699.744
2849,2,48942985.88
2850,2,47608314.966
2851,2,39911155.607
2852,2,33985071.664
2853,2,50587570.439
2854,2,50165393.445
2855,2,55554270.613
2856,4,63354117.035
2857,4,61074947.77
2858,4,66872521.089
2859,4,63870039.336
2860,4,63654986.378
2861,4,61506694.417
2862,4,65440982.322
2863,4,64516174.351
2864,4,63383106.945
2865,4,67090247.202
2866,4,67359497.316
2867,4,74237969.367
2868,0,172065078.747
2869,0,176898199.705
2870,0,199754423.896
2871,0,191847082.553
2872,0,194103011.599
2873,0,179714061.627
2874,0,175212542.828
2875,0,177029560.148
2876,0,190348675.488
2877,0,200921540.719
2878,0,206079195.779
2879,0,235590011.499
2880,1,86940239.482
2881,1,87615507.011
2882,1,99788188.673
2883,1,117285899.759
2884,1,134245790.439
2885,1,133517751.298
2886,1,137104970.18
2887,1,140075946.49
2888,1,125341313.628
2889,1,121175356.738
2890,1,115323698.442
2891,1,129007161.855
2892,1,105856805.443
2893,1,107355715.047
2894,1,121171715.717
2895,1,141310520.381
2896,1,143899486.178
2897,1,138909991.196
2898,1,135803646.874
2899,1,133420370.261
2900,1,126881895.302
2901,1,130216455.302
2902,1,130385538.959
2903,1,137715643.937
2904,1,53358848.879
2905,1,32741837.55
2906,1,35958548.509
2907,1,41705789.833
2908,1,44483622.325
2909,1,47551328.215
2910,1,49382041.347
2911,1,47389193.244
2912,1,46462433.536
2913,1,39753680.758
2914,1,33512068.991
2915,1,41925842.017
2916,1,70047066.702
2917,1,68484855.059
2918,1,81185299.133
2919,1,92927170.258
2920,1,112443921.442
2921,1,127550059.516
2922,1,127589849.063
2923,1,118920413.284
2924,1,95454834.603
2925,1,90309849.309
2926,1,85407688.727
2927,1,101368114.96
2928,1,124463848.773
2929,1,134287474.637
2930,1,149129355.954
2931,1,156307828.201
2932,1,164407966.209
2933,1,162762387.441
2934,1,163074137.096
2935,1,156243949.54
2936,1,147394023.511
2937,1,153668975.182
2938,1,155216179.594
2939,1,174439726.662
2940,0,142074459.642
2941,0,147022638.179
2942,0,161986877.048
2943,0,154434636.959
2944,0,163914832.656
2945,0,152097664.008
2946,0,149571054.825
2947,0,153518843.129
2948,0,158826437.211
2949,0,183573217.108
2950,0,163472297.637
2951,0,186099739.127
2952,2,88314861.394
2953,2,93014102.209
2954,2,102821769.075
2955,2,97052212.335
2956,2,98047489.485
2957,2,90975581.008
2958,2,80732719.754
2959,2,83246485.372
2960,2,83697330.119
2961,2,92739133.26
2962,2,98816659.196
2963,2,114017561.288
2964,0,235692759.233
2965,0,236896179.752
2966,0,263329911.04
2967,0,252857973.145
2968,0,258297112.916
2969,0,245616941.791
2970,0,234702149.767
2971,0,239946945.877
2972,0,240759773.471
2973,0,258924900.299
2974,0,270657462.448
2975,0,314682035.212
2976,0,125929667.343
2977,0,126733746.018
2978,0,140883852.864
2979,0,135423773.805
2980,0,139066624.998
2981,0,131997571.038
2982,0,130308544.067
2983,0,135087128.387
2984,0,143359103.771
2985,0,152281983.152
2986,0,153529611.375
2987,0,174458798.409
2988,2,127688617.918
2989,2,132342780.102
2990,2,143308844.156
2991,2,143511488.543
2992,2,153147544.596
2993,2,151440740.357
2994,2,151398739.17
2995,2,149061346.211
2996,2,140161003.807
2997,2,141366600.363
2998,2,140149339.708
2999,2,166162543.575
3000,2,57123030.18
3001,2,63574694.565
3002,2,70291946.927
3003,2,66431346.228
3004,2,71756459.253
3005,2,68522080.471
3006,2,61489342.29
3007,2,54758037.076
3008,2,54657514.345
3009,2,56784148.98
3010,2,55383986.08
3011,2,57229549.79
3012,1,154632123.498
3013,1,157556950.722
3014,1,175007456.057
3015,1,165758721.648
3016,1,166554245.319
3017,1,161082310.922
3018,1,160894186.773
3019,1,161325098.582
3020,1,159513737.631
3021,1,171083971.863
3022,1,171960214.351
3023,1,197329821.991
3024,2,84173611.215
3025,2,93406510.933
3026,2,105229162.102
3027,2,102538578.359
3028,2,101820436.445
3029,2,105241547.145
3030,2,101995519.495
3031,2,98652035.568
3032,2,85628716.588
3033,2,80281074.7
3034,2,80552060.89
3035,2,93088556.033
3036,0,188033752.27
3037,0,200497527.73
3038,0,214453575.936
3039,0,207097331.221
3040,0,209671551.55
3041,0,194187778.793
3042,0,192217967.928
3043,0,219564049.454
3044,0,200184697.223
3045,0,210630334.096
3046,0,214035615.437
3047,0,238117466.97
3048,0,136384110.427
3049,0,144089560.047
3050,0,154597053.582
3051,0,149552212.216
3052,0,140683178.689
3053,0,130436205.789
3054,0,128906914.674
3055,0,131036909.496
3056,0,133384086.96
3057,0,26215778.984
3058,0,101962472.805
3059,0,147479388.323
3060,2,43672060.576
3061,2,46199006.716
3062,2,51572890.767
3063,2,51339491.61
3064,2,53003489.534
3065,2,50426631.407
3066,2,47895584.675
3067,2,47236869.997
3068,2,44816033.333
3069,2,44512918.973
3070,2,52221092.044
3071,2,54647695.579
3072,0,69896907.821
3073,0,73317850.045
3074,0,86053830.463
3075,0,85696496.742
3076,0,93260787.835
3077,0,90980472.772
3078,0,95881932.484
3079,0,96067390.807
3080,0,97028673.202
3081,0,101509192.623
3082,0,101239720.406
3083,0,116701542.537
3084,2,100068662.883
3085,2,105644002.124
3086,2,113487125.327
3087,2,105190840.101
3088,2,105295236.408
3089,2,92423874.377
3090,2,84861756.038
3091,2,78920529.429
3092,2,99171128.583
3093,2,108250268.157
3094,2,111349742.966
3095,2,121526934.328
3096,2,121005943.243
3097,2,129493869.793
3098,2,138149998.317
3099,2,129214220.543
3100,2,132150334.296
3101,2,120916212.716
3102,2,114931896.475
3103,2,118771258.47
3104,2,126809786.553
3105,2,134664244.871
3106,2,138767714.255
3107,2,156581211.583
3108,3,210016601.116
3109,3,214975787.236
3110,3,233922281.921
3111,3,220470391.094
3112,3,211795800.744
3113,3,186578476.256
3114,3,176887402.742
3115,3,178612961.284
3116,3,197870497.139
3117,3,216735037.881
3118,3,220840228.822
3119,3,247848829.781
3120,4,94246098.825
3121,4,97218932.265
3122,4,107776179.449
3123,4,104172098.465
3124,4,99804345.145
3125,4,92387843.965
3126,4,90425381.859
3127,4,92761522.145
3128,4,101853159.378
3129,4,106745291.109
3130,4,107369066.754
3131,4,119289793.756
3132,4,142700296.233
3133,4,149952145.045
3134,4,169375328.774
3135,4,159523727.119
3136,4,154097397.868
3137,4,144986589.554
3138,4,135309799.991
3139,4,134614394.556
3140,4,148305036.949
3141,4,161016804.726
3142,4,164822771.734
3143,4,187086532.44
3144,3,113557498.151
3145,3,119469160.459
3146,3,132595136.092
3147,3,123778536.804
3148,3,123081349.92
3149,3,113611930.339
3150,3,110416782.6
3151,3,109838262.627
3152,3,122224977.318
3153,3,128694216.799
3154,3,140481168.076
3155,3,158185866.765
3156,3,88319611.904
3157,3,88701698.882
3158,3,102619190.381
3159,3,97197791.75
3160,3,97669306.629
3161,3,92706920.135
3162,3,89710356.563
3163,3,91292921.602
3164,3,94145378.126
3165,3,95049587.465
3166,3,98029163.182
3167,3,112527110.753
3168,2,93928175.198
3169,2,110271969.253
3170,2,111079651.847
3171,2,99826720.6
3172,2,99374345.306
3173,2,86833469.481
3174,2,81543977.978
3175,2,78306538.058
3176,2,88938115.666
3177,2,93797630.165
3178,2,86368758.847
3179,2,94018822.873
3180,0,141519189.129
3181,0,76607306.069
3182,0,162348313.375
3183,0,148402235.796
3184,0,150775368.943
3185,0,142644374.465
3186,0,140401009.786
3187,0,138343475.297
3188,0,149598190.935
3189,0,162550647.565
3190,0,167545121.257
3191,0,182667136.195
3192,3,174457881.595
3193,3,156748429.006
3194,3,164568475.569
3195,3,161297654.656
3196,3,164396637.96
3197,3,149318161.431
3198,3,143949246.822
3199,3,146363270.067
3200,3,162070033.206
3201,3,179750440.575
3202,3,181590497.182
3203,3,204058317.238
3204,3,45711207.158
3205,3,133972908.356
3206,3,147987972.075
3207,3,144324982.725
3208,3,150341471.709
3209,3,142481724.636
3210,3,136085860.61
3211,3,128959648.604
3212,3,138237521.272
3213,3,146193940.309
3214,3,140754430.708
3215,3,157311919.937
3216,1,76399642.648
3217,1,82284597.41
3218,1,95910482.966
3219,1,93707682.913
3220,1,97888736.102
3221,1,94387437.265
3222,1,91605099.606
3223,1,91428293.868
3224,1,91443913.345
3225,1,94718165.441
3226,1,97296945.1
3227,1,108761436.159
3228,3,119823186.484
3229,3,109267189.008
3230,3,116361811.196
3231,3,108893789.116
3232,3,107962570.458
3233,3,93487935.548
3234,3,92041469.152
3235,3,89344569.721
3236,3,100507667.469
3237,3,96562978.706
3238,3,103314378.698
3239,3,116646694.667
3240,0,107884079.668
3241,0,111870570.078
3242,0,128762814.706
3243,0,119015321.392
3244,0,119165403.819
3245,0,103211740.394
3246,0,95897764.985
3247,0,93291567.031
3248,0,101953603.824
3249,0,108417293.959
3250,0,100693935.851
3251,0,120623423.148
3252,0,108532754.149
3253,0,116943408.444
3254,0,133331061.785
3255,0,128273760.675
3256,0,125941542.601
3257,0,115364278.182
3258,0,113284683.66
3259,0,117303262.413
3260,0,132202908.297
3261,0,137629812.16
3262,0,147646982.536
3263,0,151022977.339
3264,0,111443282.741
3265,0,113554908.148
3266,0,129523911.866
3267,0,120700705.421
3268,0,114064565.536
3269,0,99638852.826
3270,0,96097615.468
3271,0,96972027.981
3272,0,98813319.858
3273,0,106534592.759
3274,0,116148773.47
3275,0,129256925.283
3276,2,64918158.886
3277,2,73821276.339
3278,2,77957494.767
3279,2,74217343.479
3280,2,74124511.198
3281,2,70424992.304
3282,2,68454730.834
3283,2,70080142.119
3284,2,78348706.476
3285,2,89108983.046
3286,2,96672096.987
3287,2,107390051.734
3288,3,70902030.31
3289,3,73316077.108
3290,3,79715506.116
3291,3,74446158.163
3292,3,72119628.262
3293,3,66527236.79
3294,3,64870593.531
3295,3,64268792.255
3296,3,67166021.43
3297,3,68994300.611
3298,3,73054112.401
3299,3,84499700.734
3300,1,192009300.771
3301,1,195605043.04
3302,1,210435723.897
3303,1,197100439.723
3304,1,198673111.991
3305,1,180887932.666
3306,1,176013144.72
3307,1,176811011.008
3308,1,181654105.888
3309,1,193445359.994
3310,1,199303522.906
3311,1,229266012.503
3312,2,159331328.106
3313,2,158640717.48
3314,2,176816257.727
3315,2,158000456.298
3316,2,158978767.053
3317,2,141073069.634
3318,2,135215879.313
3319,2,135574260.349
3320,2,150952883.806
3321,2,158970300.075
3322,2,163309345.174
3323,2,194122255.608
3324,2,175045307.569
3325,2,184878939.89
3326,2,204270310.674
3327,2,192528316.562
3328,2,192207228.735
3329,2,178796569.873
3330,2,171204521.902
3331,2,176029557.061
3332,2,175675301.518
3333,2,183460093.542
3334,2,184686790.285
3335,2,203774882.103
3336,2,196590673.447
3337,2,204185333.496
3338,2,218291552.438
3339,2,200038921.507
3340,2,199221993.355
3341,2,179637444.567
3342,2,175932939.393
3343,2,174826287.98
3344,2,187028491.127
3345,2,199435292.077
3346,2,206345256.014
3347,2,233202066.465
3348,1,108360936.402
3349,1,114324564.74
3350,1,123893075.196
3351,1,120346120.099
3352,1,122058890.885
3353,1,110026697.411
3354,1,109844233.782
3355,1,110849344.964
3356,1,119145441.531
3357,1,128620389.626
3358,1,129888235.062
3359,1,145263448.239
3360,3,33431233.468
3361,3,76548583.734
3362,3,88233047.905
3363,3,85002080.888
3364,3,87285855.545
3365,3,81362342.073
3366,3,82590361.306
3367,3,82347123.414
3368,3,89897289.777
3369,3,91478472.164
3370,3,91063678.499
3371,3,104509277.507
3372,1,48815225.599
3373,1,52554684.866
3374,1,58709151.501
3375,1,55175249.31
3376,1,53407890.196
3377,1,49595674.844
3378,1,49416159.413
3379,1,50766320.322
3380,1,50641531.279
3381,1,56548807.911
3382,1,56410638.532
3383,1,65072926.144
3384,2,133799263.632
3385,2,142789819.996
3386,2,154432055.554
3387,2,144396227.62
3388,2,145987513.344
3389,2,132578226.607
3390,2,131545642.778
3391,2,133682841.168
3392,2,141912435.862
3393,2,148106434.339
3394,2,155964127.637
3395,2,179739322.333
3396,2,124716909.469
3397,2,119515514.85
3398,2,138789654.609
3399,2,118339670.644
3400,2,119178630.225
3401,2,106969217.2
3402,2,103512163.414
3403,2,99253353.675
3404,2,110729621.267
3405,2,118842856.318
3406,2,116873811.97
3407,2,137448252.937
3408,2,105054390.123
3409,2,204229501.679
3410,2,227297657.516
3411,2,214948952.221
3412,2,212528021.906
3413,2,194658563.918
3414,2,190585639.753
3415,2,189507550.035
3416,2,196555684.339
3417,2,191645353.406
3418,2,198538602.799
3419,2,228272403.077
3420,0,155769723.781
3421,0,163379625.582
3422,0,179914600.674
3423,0,174217611.256
3424,0,172564165.502
3425,0,155093017.076
3426,0,153575530.708
3427,0,145028316.918
3428,0,155828806.484
3429,0,171200242.456
3430,0,175708084.059
3431,0,194275624.761
3432,1,147188929.65
3433,1,152707169.719
3434,1,169936268.632
3435,1,164737299.08
3436,1,181761648.66
3437,1,177803878.493
3438,1,169312861.706
3439,1,164502533.578
3440,1,180438672.714
3441,1,185844734.219
3442,1,197595079.968
3443,1,222679581.207
3444,2,83215719.027
3445,2,90206709.154
3446,2,134236145.364
3447,2,129830183.936
3448,2,132642296.531
3449,2,123840668.429
3450,2,123284895.718
3451,2,122459545.109
3452,2,128082641.567
3453,2,134702574.334
3454,2,142648548.641
3455,2,161675998.769
3456,0,112140358.376
3457,0,122534113.234
3458,0,137143863.361
3459,0,133332395.389
3460,0,136742310.842
3461,0,119506899.403
3462,0,111660256.496
3463,0,112954667.916
3464,0,123789090.806
3465,0,128825901.336
3466,0,133571894.975
3467,0,150061322.949
3468,2,109195401.656
3469,2,115013223.34
3470,2,130543745.717
3471,2,119220362.443
3472,2,119075824.822
3473,2,108464098.116
3474,2,106282128.98
3475,2,106549778.636
3476,2,114606659.606
3477,2,125533277.437
3478,2,126007476.056
3479,2,160427912.714
3480,3,78161650.221
3481,3,78235933.418
3482,3,87802758.013
3483,3,85140288.969
3484,3,85682591.689
3485,3,81099163.789
3486,3,78876428.38
3487,3,75798373.09
3488,3,77289711.066
3489,3,82375980.368
3490,3,86411600.092
3491,3,96286868.363
3492,1,151876598.465
3493,1,153007722.46
3494,1,168775564.945
3495,1,166002983.902
3496,1,182120948.728
3497,1,163855024.966
3498,1,157482645.755
3499,1,148154519.119
3500,1,152675925.869
3501,1,149229603.446
3502,1,155873233.839
3503,1,184360110.005
3504,2,78784270.828
3505,2,78080266.797
3506,2,86593484.744
3507,2,85575799.809
3508,2,89428725.109
3509,2,78205055.388
3510,2,75622916.238
3511,2,74404551.942
3512,2,83434765.279
3513,2,88435731.78
3514,2,90590690.761
3515,2,99709352.835
3516,0,143145465.085
3517,0,153079837.665
3518,0,177750675.285
3519,0,173370697.228
3520,0,175908010.266
3521,0,165398721.485
3522,0,154822363.798
3523,0,158316287.778
3524,0,157064017.519
3525,0,165317364.199
3526,0,163908698.822
3527,0,183930109.957
3528,0,165263085.045
3529,0,172186413.788
3530,0,190971648.699
3531,0,178778969.853
3532,0,176502443.309
3533,0,161641971.042
3534,0,154004174.704
3535,0,155216619.157
3536,0,166516076.916
3537,0,180972573.925
3538,0,183554752.314
3539,0,213308379.228
3540,0,174170387.432
3541,0,184841553.465
3542,0,198029706.713
3543,0,199683581.364
3544,0,202899439.597
3545,0,181454466.778
3546,0,180633811.374
3547,0,184286297.03
3548,0,186451466.122
3549,0,202354009.143
3550,0,224507073.182
3551,0,258195026.602
3552,2,178478139.722
3553,2,189079024.774
3554,2,191959299.392
3555,2,176320922.96
3556,2,176116968.827
3557,2,173109515.747
3558,2,164764503.92
3559,2,159294374.856
3560,2,172737174.743
3561,2,181903066.692
3562,2,184399669.06
3563,2,214143076.533
3564,1,176341825.583
3565,1,183035237.539
3566,1,197984460.052
3567,1,185725886.555
3568,1,186035157.674
3569,1,168618413.456
3570,1,161480174.254
3571,1,160437881.453
3572,1,179445730.848
3573,1,193907282.022
3574,1,201379823.518
3575,1,228432526.892
3576,3,105811666.971
3577,3,107839386.955
3578,3,126680108.026
3579,3,125748477.081
3580,3,122947575.255
3581,3,115409977.768
3582,3,108619381.056
3583,3,104449006.814
3584,3,109041106.393
3585,3,121337361.098
3586,3,125424067.462
3587,3,144213161.958
3588,1,68527136.309
3589,1,72959051.679
3590,1,83622247.404
3591,1,81567509.459
3592,1,83365647.512
3593,1,76923831.807
3594,1,75863968.888
3595,1,75581705.691
3596,1,81057616.634
3597,1,91966519.272
3598,1,96224573.347
3599,1,112594073.12
3600,0,77261772.084
3601,0,80939645.106
3602,0,91726428.553
3603,0,87947610.697
3604,0,88750333.541
3605,0,82523997.225
3606,0,80174822.435
3607,0,80613971.192
3608,0,85459302.212
3609,0,106384613.113
3610,0,117106776.925
3611,0,133701202.948
3612,0,100150719.701
3613,0,102778427.728
3614,0,114218584.962
3615,0,108324734.311
3616,0,112337983.83
3617,0,102393085.923
3618,0,100267382.562
3619,0,102203458.445
3620,0,115853703.094
3621,0,125417479.324
3622,0,126244311.598
3623,0,139861885.815
3624,0,104453891.877
3625,0,108550726.769
3626,0,121726747.588
3627,0,118794240.949
3628,0,114039956.435
3629,0,106389980.527
3630,0,101761025.544
3631,0,102589865.307
3632,0,109357687.084
3633,0,128627848.786
3634,0,118535371.938
3635,0,132766861.587
3636,2,64773319.507
3637,2,65849978.362
3638,2,73665569.882
3639,2,99676410.852
3640,2,75063242.02
3641,2,68244371.962
3642,2,65535762.148
3643,2,65049262.346
3644,2,75786577.659
3645,2,80063119.504
3646,2,80115718.71
3647,2,89770295.101
3648,1,61782476.992
3649,1,62399730.909
3650,1,73229671.604
3651,1,69132505.097
3652,1,69484933.557
3653,1,66002605.4
3654,1,66504054.956
3655,1,66197307.909
3656,1,71481941.493
3657,1,72956203.006
3658,1,71175783.107
3659,1,84149707.008
3660,1,89603893.683
3661,1,95567424.27
3662,1,108956458.578
3663,1,116534792.147
3664,1,119329595.965
3665,1,107590804.272
3666,1,103741812.672
3667,1,110144650.272
3668,1,125350291.175
3669,1,133215735.366
3670,1,125969176.299
3671,1,118995954.605
3672,1,81725016.56
3673,1,85288075.23
3674,1,116266062.62
3675,1,100581479.754
3676,1,96684673.122
3677,1,88205136.506
3678,1,84296478.043
3679,1,80683219.778
3680,1,92556079.696
3681,1,98354884.024
3682,1,97750445.81
3683,1,107380745.04
3684,3,176085697.826
3685,3,174069085.615
3686,3,189576445.958
3687,3,178326764.049
3688,3,184119966.333
3689,3,172452222.756
3690,3,167476280.492
3691,3,165919729.024
3692,3,177903103.768
3693,3,188671982.997
3694,3,187212768.969
3695,3,210576889.296
3696,2,48467894.832
3697,2,52276457.977
3698,2,56655420.11
3699,2,52170737.32
3700,2,53818868.545
3701,2,55517365.303
3702,2,50772439.792
3703,2,48106498.45
3704,2,47426035.381
3705,2,51208967.627
3706,2,51662258.598
3707,2,57336941.83
3708,3,65792792.347
3709,3,67686156.438
3710,3,74072532.358
3711,3,68531583.929
3712,3,70660513.225
3713,3,66426889.153
3714,3,65405098.827
3715,3,64446258.139
3716,3,66294703.126
3717,3,68545807.256
3718,3,69286551.464
3719,3,76726539.067
3720,1,40856354.951
3721,1,40983847.802
3722,1,47880690.259
3723,1,47177486.699
3724,1,47919577.598
3725,1,44570623.713
3726,1,42522726.704
3727,1,42188974.198
3728,1,45682601.706
3729,1,44823793.597
3730,1,44578117.459
3731,1,44970644.889
3732,0,149735976.199
3733,0,159420467.78
3734,0,176274563.164
3735,0,163935384.128
3736,0,167947316.108
3737,0,149625040.392
3738,0,146731309.136
3739,0,144879797.329
3740,0,144765784.034
3741,0,152942202.535
3742,0,149501480.85
3743,0,170121564.722
3744,1,169291096.458
3745,1,176755826.336
3746,1,194457187.106
3747,1,191836993.558
3748,1,192845370.194
3749,1,173853591.609
3750,1,167385298.89
3751,1,166409031.738
3752,1,175662225.869
3753,1,183419329.173
3754,1,197935986.784
3755,1,226708465.753
3756,1,74943765.783
3757,1,139027440.29
3758,1,149279249.979
3759,1,125323575.087
3760,1,112654126.535
3761,1,99148978.138
3762,1,97457813.661
3763,1,95129854.822
3764,1,103431181.392
3765,1,110824162.269
3766,1,112258354.455
3767,1,124682290.571
3768,2,87753706.419
3769,2,89625940.288
3770,2,92397527.749
3771,2,92885937.911
3772,2,96339125.994
3773,2,91965037.944
3774,2,84198031.997
3775,2,87637839.754
3776,2,88210551.386
3777,2,91764705.541
3778,2,91266172.751
3779,2,94179726.474
3780,1,135691803.135
3781,1,135252490.991
3782,1,152422786.074
3783,1,149503215.016
3784,1,146476238.402
3785,1,132264249.566
3786,1,123033515.925
3787,1,121491463.603
3788,1,139322668.767
3789,1,143686361.103
3790,1,142181157.333
3791,1,159582687.892
3792,2,32222748.292
3793,2,33806607.73
3794,2,48693271.865
3795,2,55554612.998
3796,2,50819334.486
3797,2,46981738.778
3798,2,45749246.172
3799,2,47019194.73
3800,2,49789741.884
3801,2,54125944.669
3802,2,54798270.588
3803,2,59676494.956
3804,1,110796929.066
3805,1,112675461.884
3806,1,123415261.693
3807,1,110613807.154
3808,1,106903689.391
3809,1,95265640.028
3810,1,91513421.256
3811,1,92888872.187
3812,1,96795273.237
3813,1,105051626.892
3814,1,108189628.108
3815,1,117634727.781
3816,1,100929925.668
3817,1,103641231.909
3818,1,116296036.871
3819,1,115893575.145
3820,1,118594341.171
3821,1,110658258.222
3822,1,109198016.551
3823,1,112704175.619
3824,1,114922397.789
3825,1,118581592.677
3826,1,121277039.162
3827,1,136370507.819
3828,2,146674414.277
3829,2,152742827.666
3830,2,172297202.801
3831,2,165477582.804
3832,2,168628706.005
3833,2,161689038.193
3834,2,159368983.427
3835,2,157268867.805
3836,2,163310023.35
3837,2,167844548.424
3838,2,180323653.423
3839,2,192652588.601
3840,0,179345718.491
3841,0,191700039.298
3842,0,217055955.013
3843,0,219189282.323
3844,0,221582851.93
3845,0,204347875.465
3846,0,188196965.149
3847,0,183491868.92
3848,0,194282160.724
3849,0,210699719.496
3850,0,202545530.646
3851,0,234263970.208
3852,2,236337028.135
3853,2,246681297.246
3854,2,278281059.569
3855,2,266890019.328
3856,2,266836661.717
3857,2,240169504.395
3858,2,222444541.551
3859,2,225935653.987
3860,2,251630347.939
3861,2,269365853.754
3862,2,266635288.385
3863,2,299880457.289
3864,2,76291756.991
3865,2,84666246.774
3866,2,91277719.018
