,выручка,дата_открытия
3746,194457187.106,Средний по возрасту
3747,191836993.558,Средний по возрасту
3748,192845370.194,Средний по возрасту
3749,173853591.609,Средний по возрасту
3750,167385298.89,Средний по возрасту
3751,166409031.738,Средний по возрасту
3752,175662225.869,Средний по возрасту
3753,183419329.173,Средний по возрасту
3754,197935986.784,Средний по возрасту
3755,226708465.753,Средний по возрасту
3756,74943765.783,Открыт давно
3757,139027440.29,Открыт давно
3758,149279249.979,Открыт давно
3759,125323575.087,Открыт давно
3760,112654126.535,Открыт давно
3761,99148978.138,Открыт давно
3762,97457813.661,Открыт давно
3763,95129854.822,Открыт давно
3764,103431181.392,Открыт давно
3765,110824162.269,Открыт давно
3766,112258354.455,Открыт давно
3767,124682290.571,Открыт давно
3768,87753706.419,Средний по возрасту
3769,89625940.288,Средний по возрасту
3770,92397527.749,Средний по возрасту
3771,92885937.911,Средний по возрасту
3772,96339125.994,Средний по возрасту
3773,91965037.944,Средний по возрасту
3774,84198031.997,Средний по возрасту
3775,87637839.754,Средний по возрасту
3776,88210551.386,Средний по возрасту
3777,91764705.541,Средний по возрасту
3778,91266172.751,Средний по возрасту
3779,94179726.474,Средний по возрасту
3780,135691803.135,Средний по возрасту
3781,135252490.991,Средний по возрасту
3782,152422786.074,Средний по возрасту
3783,149503215.016,Средний по возрасту
3784,146476238.402,Средний по возрасту
3785,132264249.566,Средний по возрасту
3786,123033515.925,Средний по возрасту
3787,121491463.603,Средний по возрасту
3788,139322668.767,Средний по возрасту
3789,143686361.103,Средний по возрасту
3790,142181157.333,Средний по возрасту
3791,159582687.892,Средний по возрасту
3792,32222748.292,Средний по возрасту
3793,33806607.73,Средний по возрасту
3794,48693271.865,Средний по возрасту
3795,55554612.998,Средний по возрасту
3796,50819334.486,Средний по возрасту
3797,46981738.778,Средний по возрасту
3798,45749246.172,Средний по возрасту
3799,47019194.73,Средний по возрасту
3800,49789741.884,Средний по возрасту
3801,54125944.669,Средний по возрасту
3802,54798270.588,Средний по возрасту
3803,59676494.956,Средний по возрасту
3804,110796929.066,Открыт давно
3805,112675461.884,Открыт давно
3806,123415261.693,Открыт давно
3807,110613807.154,Открыт давно
3808,106903689.391,Открыт давно
3809,95265640.028,Открыт давно
3810,91513421.256,Открыт давно
3811,92888872.187,Открыт давно
3812,96795273.237,Открыт давно
3813,105051626.892,Открыт давно
3814,108189628.108,Открыт давно
3815,117634727.781,Открыт давно
3816,100929925.668,Открыт давно
3817,103641231.909,Открыт давно
3818,116296036.871,Открыт давно
3819,115893575.145,Открыт давно
3820,118594341.171,Открыт давно
3821,110658258.222,Открыт давно
3822,109198016.551,Открыт давно
3823,112704175.619,Открыт давно
3824,114922397.789,Открыт давно
3825,118581592.677,Открыт давно
3826,121277039.162,Открыт давно
3827,136370507.819,Открыт давно
3828,146674414.277,Средний по возрасту
3829,152742827.666,Средний по возрасту
3830,172297202.801,Средний по возрасту
3831,165477582.804,Средний по возрасту
3832,168628706.005,Средний по возрасту
3833,161689038.193,Средний по возрасту
3834,159368983.427,Средний по возрасту
3835,157268867.805,Средний по возрасту
3836,163310023.35,Средний по возрасту
3837,167844548.424,Средний по возрасту
3838,180323653.423,Средний по возрасту
3839,192652588.601,Средний по возрасту
3840,179345718.491,Средний по возрасту
3841,191700039.298,Средний по возрасту
3842,217055955.013,Средний по возрасту
3843,219189282.323,Средний по возрасту
3844,221582851.93,Средний по возрасту
3845,204347875.465,Средний по возрасту
3846,188196965.149,Средний по возрасту
3847,183491868.92,Средний по возрасту
3848,194282160.724,Средний по возрасту
3849,210699719.496,Средний по возрасту
3850,202545530.646,Средний по возрасту
3851,234263970.208,Средний по возрасту
3852,236337028.135,Открыт давно
3853,246681297.246,Открыт давно
3854,278281059.569,Открыт давно
3855,266890019.328,Открыт давно
3856,266836661.717,Открыт давно
3857,240169504.395,Открыт давно
3858,222444541.551,Открыт давно
3859,225935653.987,Открыт давно
3860,251630347.939,Открыт давно
3861,269365853.754,Открыт давно
3862,266635288.385,Открыт давно
3863,299880457.289,Открыт давно
3864,76291756.991,Средний по возрасту
3865,84666246.774,Средний по возрасту
3866,91277719.018,Средний по возрасту
3867,85659499.265,Средний по возрасту
3868,89440640.635,Средний по возрасту
3869,81040850.896,Средний по возрасту
3870,76393141.726,Средний по возрасту
3871,71533036.348,Средний по возрасту
3872,67119472.888,Средний по возрасту
3873,76287520.855,Средний по возрасту
3874,69270279.775,Средний по возрасту
3875,69393003.479,Средний по возрасту
3876,128497731.478,Средний по возрасту
3877,129093608.198,Средний по возрасту
3878,143383879.379,Средний по возрасту
3879,135992181.126,Средний по возрасту
3880,135481402.886,Средний по возрасту
3881,122807220.913,Средний по возрасту
3882,115322457.026,Средний по возрасту
3883,116810001.012,Средний по возрасту
3884,122822393.586,Средний по возрасту
3885,136797134.258,Средний по возрасту
3886,138838466.352,Средний по возрасту
3887,161312834.404,Средний по возрасту
3888,69650514.597,Средний по возрасту
3889,75278044.201,Средний по возрасту
3890,80117170.357,Средний по возрасту
3891,74804085.17,Средний по возрасту
3892,73222234.669,Средний по возрасту
3893,66789173.738,Средний по возрасту
3894,67300275.414,Средний по возрасту
3895,65488077.891,Средний по возрасту
3896,67485962.608,Средний по возрасту
3897,76081507.865,Средний по возрасту
3898,75228701.157,Средний по возрасту
3899,79482670.491,Средний по возрасту
3900,41031955.727,Средний по возрасту
3901,41469315.822,Средний по возрасту
3902,47914041.202,Средний по возрасту
3903,49211744.529,Средний по возрасту
3904,51164213.458,Средний по возрасту
3905,52955370.015,Средний по возрасту
3906,50654633.857,Средний по возрасту
3907,48933782.614,Средний по возрасту
3908,48028970.954,Средний по возрасту
3909,49356327.657,Средний по возрасту
3910,50311295.674,Средний по возрасту
3911,56899170.077,Средний по возрасту
3912,61909524.227,Средний по возрасту
3913,65378284.274,Средний по возрасту
3914,71489185.567,Средний по возрасту
3915,67595747.055,Средний по возрасту
3916,69988639.467,Средний по возрасту
3917,64169525.16,Средний по возрасту
3918,57158554.8,Средний по возрасту
3919,52532530.801,Средний по возрасту
3920,63002506.496,Средний по возрасту
3921,66659892.876,Средний по возрасту
3922,66446127.182,Средний по возрасту
3923,77662843.207,Средний по возрасту
3924,229627167.176,Средний по возрасту
3925,227863786.325,Средний по возрасту
3926,251806464.195,Средний по возрасту
3927,232622172.456,Средний по возрасту
3928,231276541.012,Средний по возрасту
3929,204039133.462,Средний по возрасту
3930,191846371.741,Средний по возрасту
3931,193370599.774,Средний по возрасту
3932,209275906.287,Средний по возрасту
3933,220958368.26,Средний по возрасту
3934,226865093.47,Средний по возрасту
3935,259156251.921,Средний по возрасту
3936,162508127.746,Средний по возрасту
3937,184703935.635,Средний по возрасту
3938,187373322.391,Средний по возрасту
3939,183658876.419,Средний по возрасту
3940,174549596.415,Средний по возрасту
3941,156615961.069,Средний по возрасту
3942,147220848.616,Средний по возрасту
3943,151972533.43,Средний по возрасту
3944,161000385.444,Средний по возрасту
3945,174912368.916,Средний по возрасту
3946,177839275.009,Средний по возрасту
3947,202657415.823,Средний по возрасту
3948,177505272.545,Открыт давно
3949,185536606.172,Открыт давно
3950,205267658.846,Открыт давно
3951,195125029.78,Открыт давно
3952,192332460.526,Открыт давно
3953,175250907.646,Открыт давно
3954,165577933.961,Открыт давно
3955,168802517.34,Открыт давно
3956,188967509.62,Открыт давно
3957,205199064.464,Открыт давно
3958,218464805.701,Открыт давно
3959,245831606.283,Открыт давно
3960,144150748.155,Средний по возрасту
3961,143148618.354,Средний по возрасту
3962,161860534.084,Средний по возрасту
3963,156548258.585,Средний по возрасту
3964,157293808.447,Средний по возрасту
3965,146042572.296,Средний по возрасту
3966,143037547.579,Средний по возрасту
3967,143136096.474,Средний по возрасту
3968,143325489.807,Средний по возрасту
3969,146893156.609,Средний по возрасту
3970,153935961.775,Средний по возрасту
3971,180338909.257,Средний по возрасту
3972,49983653.395,Средний по возрасту
3973,52818315.096,Средний по возрасту
3974,55981085.316,Средний по возрасту
3975,53487417.166,Средний по возрасту
3976,50446753.526,Средний по возрасту
3977,45398915.524,Средний по возрасту
3978,43784236.566,Средний по возрасту
3979,42805532.479,Средний по возрасту
3980,49539308.445,Средний по возрасту
3981,56160292.632,Средний по возрасту
3982,59559043.831,Средний по возрасту
3983,68829403.356,Средний по возрасту
3984,147977601.352,Открыт давно
3985,159203321.598,Открыт давно
3986,162669436.592,Открыт давно
3987,152074680.248,Открыт давно
3988,139654969.64,Открыт давно
3989,121721742.322,Открыт давно
3990,116670784.744,Открыт давно
3991,110555228.262,Открыт давно
3992,117145738.562,Открыт давно
3993,140823233.35,Открыт давно
3994,151357673.853,Открыт давно
3995,164780948.426,Открыт давно
3996,104618305.85,Открыт давно
3997,105116152.507,Открыт давно
3998,116227977.75,Открыт давно
3999,109193917.737,Открыт давно
4000,111405655.746,Открыт давно
4001,100224050.019,Открыт давно
4002,95921602.738,Открыт давно
4003,98360153.027,Открыт давно
4004,109759209.877,Открыт давно
4005,112375928.722,Открыт давно
4006,124328535.009,Открыт давно
4007,145471779.025,Открыт давно
4008,100577321.78,Средний по возрасту
4009,108907076.936,Средний по возрасту
4010,124284873.218,Средний по возрасту
4011,117369469.681,Средний по возрасту
4012,116118056.18,Средний по возрасту
4013,107231071.648,Средний по возрасту
4014,105591099.226,Средний по возрасту
4015,104093161.362,Средний по возрасту
4016,111086105.388,Средний по возрасту
4017,112013994.033,Средний по возрасту
4018,116088588.785,Средний по возрасту
4019,116749850.158,Средний по возрасту
4020,102492962.045,Открыт давно
4021,122726545.234,Открыт давно
4022,194133315.945,Открыт давно
4023,192892523.138,Открыт давно
4024,199497511.227,Открыт давно
4025,182948791.544,Открыт давно
4026,171030061.189,Открыт давно
4027,166221317.635,Открыт давно
4028,186328994.287,Открыт давно
4029,202115013.911,Открыт давно
4030,204401582.413,Открыт давно
4031,235099368.162,Открыт давно
4032,51971990.279,Средний по возрасту
4033,50166978.728,Средний по возрасту
4034,55704985.949,Средний по возрасту
4035,54024021.051,Средний по возрасту
4036,53365142.146,Средний по возрасту
4037,44929225.249,Средний по возрасту
4038,45208894.113,Средний по возрасту
4039,47349878.451,Средний по возрасту
4040,54435805.018,Средний по возрасту
4041,59516249.75,Средний по возрасту
4042,62417071.234,Средний по возрасту
4043,71632035.786,Средний по возрасту
4044,123386446.032,Открыт давно
4045,128797611.824,Открыт давно
4046,150168702.602,Открыт давно
4047,135276915.049,Открыт давно
4048,131822065.154,Открыт давно
4049,118107459.834,Открыт давно
4050,111780678.061,Открыт давно
4051,112554133.168,Открыт давно
4052,121000572.965,Открыт давно
4053,132503074.626,Открыт давно
4054,138960344.232,Открыт давно
4055,161631384.838,Открыт давно
4056,116416482.507,Средний по возрасту
4057,120640036.528,Средний по возрасту
4058,134563104.45,Средний по возрасту
4059,128763332.36,Средний по возрасту
4060,123264525.709,Средний по возрасту
4061,116638468.708,Средний по возрасту
4062,104696859.645,Средний по возрасту
4063,106391002.358,Средний по возрасту
4064,124328245.142,Средний по возрасту
4065,133931094.632,Средний по возрасту
4066,139026655.28,Средний по возрасту
4067,150908737.506,Средний по возрасту
4068,144431084.88,Открыт давно
4069,34155609.001,Открыт давно
4070,156720894.786,Открыт давно
4071,174117486.946,Открыт давно
4072,160976128.793,Открыт давно
4073,150966144.132,Открыт давно
4074,152046865.197,Открыт давно
4075,152826799.477,Открыт давно
4076,161157522.864,Открыт давно
4077,174598844.317,Открыт давно
4078,177426152.474,Открыт давно
4079,203858573.714,Открыт давно
4080,107969477.213,Открыт давно
4081,121789893.953,Открыт давно
4082,135259199.272,Открыт давно
4083,131039442.586,Открыт давно
4084,131486393.211,Открыт давно
4085,123470395.214,Открыт давно
4086,115499143.052,Открыт давно
4087,110626201.143,Открыт давно
4088,117939635.633,Открыт давно
4089,122714234.723,Открыт давно
4090,123899551.194,Открыт давно
4091,141649678.36,Открыт давно
4092,209018541.252,Открыт давно
4093,215691676.179,Открыт давно
4094,237745656.326,Открыт давно
4095,226858917.874,Открыт давно
4096,224283822.114,Открыт давно
4097,202033817.873,Открыт давно
4098,186851952.324,Открыт давно
4099,194201725.846,Открыт давно
4100,217964701.402,Открыт давно
4101,238015742.898,Открыт давно
4102,239679454.34,Открыт давно
4103,256640907.17,Открыт давно
4104,78251110.692,Средний по возрасту
4105,79034680.434,Средний по возрасту
4106,87145106.803,Средний по возрасту
4107,76007320.339,Средний по возрасту
4108,77615528.759,Средний по возрасту
4109,75903830.043,Средний по возрасту
4110,78410780.362,Средний по возрасту
4111,75096997.671,Средний по возрасту
4112,78003569.178,Средний по возрасту
4113,79906406.317,Средний по возрасту
4114,78959179.238,Средний по возрасту
4115,86665455.939,Средний по возрасту
4116,157600047.146,Средний по возрасту
4117,170605688.144,Средний по возрасту
4118,189101444.71,Средний по возрасту
4119,178084823.918,Средний по возрасту
4120,172763049.546,Средний по возрасту
4121,155585983.442,Средний по возрасту
4122,154824757.036,Средний по возрасту
4123,156872585.54,Средний по возрасту
4124,173258265.96,Средний по возрасту
4125,180684854.004,Средний по возрасту
4126,195266366.788,Средний по возрасту
4127,206322592.385,Средний по возрасту
4128,191196101.845,Открыт давно
4129,200468377.147,Открыт давно
4130,225938408.513,Открыт давно
4131,211142498.917,Открыт давно
4132,213012991.187,Открыт давно
4133,190034833.47,Открыт давно
4134,169735800.987,Открыт давно
4135,171685427.321,Открыт давно
4136,220494574.525,Открыт давно
4137,235543209.714,Открыт давно
4138,244119662.54,Открыт давно
4139,274483808.685,Открыт давно
4140,135479385.265,Открыт давно
4141,146365592.391,Открыт давно
4142,161558849.138,Открыт давно
4143,155243804.381,Открыт давно
4144,152534109.393,Открыт давно
4145,135157835.773,Открыт давно
4146,132728951.094,Открыт давно
4147,134194154.962,Открыт давно
4148,143714424.034,Открыт давно
4149,154372121.954,Открыт давно
4150,157490426.062,Открыт давно
4151,182448774.94,Открыт давно
4152,90811715.742,Средний по возрасту
4153,93891498.755,Средний по возрасту
4154,107839440.414,Средний по возрасту
4155,98203618.258,Средний по возрасту
4156,102291612.794,Средний по возрасту
4157,95116884.928,Средний по возрасту
4158,94377928.887,Средний по возрасту
4159,89057041.829,Средний по возрасту
4160,95400368.682,Средний по возрасту
4161,103088393.853,Средний по возрасту
4162,101955466.689,Средний по возрасту
4163,116197085.13,Средний по возрасту
4164,74702409.611,Средний по возрасту
4165,78284160.613,Средний по возрасту
4166,88689377.448,Средний по возрасту
4167,81847458.315,Средний по возрасту
4168,82889877.924,Средний по возрасту
4169,74207249.668,Средний по возрасту
4170,72307049.6,Средний по возрасту
4171,73107951.675,Средний по возрасту
4172,76569953.42,Средний по возрасту
4173,79610101.849,Средний по возрасту
4174,80320828.15,Средний по возрасту
4175,88046346.582,Средний по возрасту
4176,104856034.944,Средний по возрасту
4177,106723513.841,Средний по возрасту
4178,120549421.532,Средний по возрасту
4179,116705336.183,Средний по возрасту
4180,121162505.93,Средний по возрасту
4181,113868451.423,Средний по возрасту
4182,109631950.15,Средний по возрасту
4183,108215762.367,Средний по возрасту
4184,116438328.718,Средний по возрасту
4185,122504760.111,Средний по возрасту
4186,124382809.072,Средний по возрасту
4187,136924961.6,Средний по возрасту
4188,219284451.803,Открыт давно
4189,219395014.052,Открыт давно
4190,237954905.007,Открыт давно
4191,220567854.611,Открыт давно
4192,220402467.623,Открыт давно
4193,191856169.762,Открыт давно
4194,184925681.621,Открыт давно
4195,178381991.082,Открыт давно
4196,189393608.639,Открыт давно
4197,212193580.976,Открыт давно
4198,219198552.233,Открыт давно
4199,255691337.759,Открыт давно
4200,85397821.759,Средний по возрасту
4201,90445485.583,Средний по возрасту
4202,100820024.858,Средний по возрасту
4203,95577703.958,Средний по возрасту
4204,96423275.727,Средний по возрасту
4205,86652432.184,Средний по возрасту
4206,84483118.509,Средний по возрасту
4207,85630703.18,Средний по возрасту
4208,91893036.092,Средний по возрасту
4209,99181605.716,Средний по возрасту
4210,97535571.982,Средний по возрасту
4211,111947674.788,Средний по возрасту
4212,167774454.529,Открыт давно
4213,62415134.473,Открыт давно
4214,191476265.615,Открыт давно
4215,187770357.767,Открыт давно
4216,195352127.126,Открыт давно
4217,182318090.036,Открыт давно
4218,167697494.083,Открыт давно
4219,168653157.185,Открыт давно
4220,191129721.096,Открыт давно
4221,199891432.78,Открыт давно
4222,200868985.21,Открыт давно
4223,222908272.391,Открыт давно
4224,177182411.221,Открыт давно
4225,180675000.858,Открыт давно
4226,196207887.772,Открыт давно
4227,183149611.867,Открыт давно
4228,185072451.03,Открыт давно
4229,166609140.221,Открыт давно
4230,159533613.251,Открыт давно
4231,160109038.496,Открыт давно
4232,172011528.745,Открыт давно
4233,185520033.409,Открыт давно
4234,185543182.858,Открыт давно
4235,209291654.401,Открыт давно
4236,103086466.579,Открыт давно
4237,105725353.944,Открыт давно
4238,121603155.884,Открыт давно
4239,120742374.582,Открыт давно
4240,101186408.315,Открыт давно
4241,86570229.207,Открыт давно
4242,82730051.425,Открыт давно
4243,82142298.423,Открыт давно
4244,85289791.846,Открыт давно
4245,95852425.314,Открыт давно
4246,102323571.873,Открыт давно
4247,121498072.588,Открыт давно
4248,118562844.494,Открыт давно
4249,120381416.309,Открыт давно
4250,134646264.614,Открыт давно
4251,125239652.069,Открыт давно
4252,130851396.399,Открыт давно
4253,118559481.694,Открыт давно
4254,114086815.945,Открыт давно
4255,114632465.201,Открыт давно
4256,118338739.296,Открыт давно
4257,125842956.041,Открыт давно
4258,136516442.89,Открыт давно
4259,151835607.652,Открыт давно
4260,90403097.952,Открыт давно
4261,204553435.468,Открыт давно
4262,231984628.352,Открыт давно
4263,220439002.942,Открыт давно
4264,223213017.734,Открыт давно
4265,193810184.623,Открыт давно
4266,175706685.596,Открыт давно
4267,181751169.39,Открыт давно
4268,203369739.348,Открыт давно
4269,213217497.471,Открыт давно
4270,223742654.948,Открыт давно
4271,266739727.119,Открыт давно
4272,287262924.436,Открыт давно
4273,294628721.964,Открыт давно
4274,328084953.455,Открыт давно
4275,302554886.664,Открыт давно
4276,299653695.336,Открыт давно
4277,271032793.302,Открыт давно
4278,258047959.974,Открыт давно
4279,261634235.447,Открыт давно
4280,274494658.076,Открыт давно
4281,294555943.162,Открыт давно
4282,299710460.867,Открыт давно
4283,350201058.773,Открыт давно
4284,126812041.796,Средний по возрасту
4285,127505970.47,Средний по возрасту
4286,161840750.188,Средний по возрасту
4287,134151910.023,Средний по возрасту
4288,132655216.197,Средний по возрасту
4289,124761978.727,Средний по возрасту
4290,121227652.852,Средний по возрасту
4291,120547191.874,Средний по возрасту
4292,134253554.722,Средний по возрасту
4293,144118641.131,Средний по возрасту
4294,147960676.617,Средний по возрасту
4295,170282701.28,Средний по возрасту
4296,96989503.123,Средний по возрасту
4297,85314700.524,Средний по возрасту
4298,94362878.667,Средний по возрасту
4299,89050886.558,Средний по возрасту
4300,92064840.259,Средний по возрасту
4301,85171847.055,Средний по возрасту
4302,77914886.273,Средний по возрасту
4303,77733530.575,Средний по возрасту
4304,79897286.053,Средний по возрасту
4305,86526906.496,Средний по возрасту
4306,86516761.971,Средний по возрасту
4307,99998627.715,Средний по возрасту
4308,156189719.899,Открыт давно
4309,163772397.817,Открыт давно
4310,181222383.123,Открыт давно
4311,165875206.929,Открыт давно
4312,165453008.6,Открыт давно
4313,149330654.653,Открыт давно
4314,136703956.659,Открыт давно
4315,139150673.257,Открыт давно
4316,164061263.253,Открыт давно
4317,173112808.731,Открыт давно
4318,181543982.097,Открыт давно
4319,208976644.341,Открыт давно
4320,35304785.509,Открыт давно
4321,82637208.852,Открыт давно
4322,95757659.55,Открыт давно
4323,88315387.264,Открыт давно
4324,84428960.704,Открыт давно
4325,81927739.388,Открыт давно
4326,80540878.287,Открыт давно
4327,82110777.148,Открыт давно
4328,91549728.384,Открыт давно
4329,96097536.106,Открыт давно
4330,97111996.648,Открыт давно
4331,114401832.412,Открыт давно
4332,46485726.952,Открыт давно
4333,45860823.851,Открыт давно
4334,52749348.99,Открыт давно
4335,52277937.565,Открыт давно
4336,54563142.228,Открыт давно
4337,52369037.577,Открыт давно
4338,47125403.979,Открыт давно
4339,45479220.046,Открыт давно
4340,54514299.127,Открыт давно
4341,58426650.531,Открыт давно
4342,65377038.135,Открыт давно
4343,67736381.371,Открыт давно
4344,92424731.253,Средний по возрасту
4345,99281990.199,Средний по возрасту
4346,110364121.999,Средний по возрасту
4347,104116449.005,Средний по возрасту
4348,105585327.037,Средний по возрасту
4349,99592915.686,Средний по возрасту
4350,101522338.398,Средний по возрасту
4351,101557590.496,Средний по возрасту
4352,105984011.364,Средний по возрасту
4353,112219759.985,Средний по возрасту
4354,111794691.699,Средний по возрасту
4355,128425994.615,Средний по возрасту
4356,65722224.504,Открыт давно
4357,134769938.756,Открыт давно
4358,157489424.249,Открыт давно
4359,145565096.52,Открыт давно
4360,142604806.752,Открыт давно
4361,127240784.176,Открыт давно
4362,124983306.917,Открыт давно
4363,126086116.756,Открыт давно
4364,134722014.477,Открыт давно
4365,141401467.112,Открыт давно
4366,147238245.025,Открыт давно
4367,174416252.931,Открыт давно
4368,41130095.858,Открыт давно
4369,115653640.54,Открыт давно
4370,141146320.091,Открыт давно
4371,139872343.931,Открыт давно
4372,133989389.561,Открыт давно
4373,125830599.914,Открыт давно
4374,118875103.158,Открыт давно
4375,130835675.854,Открыт давно
4376,140915740.565,Открыт давно
4377,146745997.631,Открыт давно
4378,145372063.02,Открыт давно
4379,165861247.73,Открыт давно
4380,171170660.173,Открыт давно
4381,184605661.096,Открыт давно
4382,201556822.657,Открыт давно
4383,176437225.359,Открыт давно
4384,187346973.352,Открыт давно
4385,184947089.315,Открыт давно
4386,175257291.469,Открыт давно
4387,166796115.192,Открыт давно
4388,180332274.972,Открыт давно
4389,184850677.158,Открыт давно
4390,184821950.119,Открыт давно
4391,215721455.941,Открыт давно
4392,54340683.445,Средний по возрасту
4393,54880937.167,Средний по возрасту
4394,59154174.523,Средний по возрасту
4395,57972719.084,Средний по возрасту
4396,60454654.967,Средний по возрасту
4397,53165654.1,Средний по возрасту
4398,49696730.136,Средний по возрасту
4399,50777960.824,Средний по возрасту
4400,52289631.906,Средний по возрасту
4401,52506865.329,Средний по возрасту
4402,56947647.943,Средний по возрасту
4403,68582371.501,Средний по возрасту
4404,189443836.069,Средний по возрасту
4405,199887321.313,Средний по возрасту
4406,220349992.266,Средний по возрасту
4407,208947114.17,Средний по возрасту
4408,211201713.483,Средний по возрасту
4409,194785794.332,Средний по возрасту
4410,185923628.66,Средний по возрасту
4411,190472049.254,Средний по возрасту
4412,206149717.52,Средний по возрасту
4413,213739084.835,Средний по возрасту
4414,219880396.792,Средний по возрасту
4415,247930782.392,Средний по возрасту
4416,39827730.354,Открыт давно
4417,37725607.467,Открыт давно
4418,42381293.72,Открыт давно
4419,43795052.001,Открыт давно
4420,48502769.554,Открыт давно
4421,45212614.642,Открыт давно
4422,44178644.857,Открыт давно
4423,43637439.557,Открыт давно
4424,44378774.779,Открыт давно
4425,46051334.112,Открыт давно
4426,48564222.502,Открыт давно
4427,54491642.553,Открыт давно
4428,179144877.78,Открыт давно
4429,185447599.564,Открыт давно
4430,166537250.995,Открыт давно
4431,115085184.065,Открыт давно
4432,180141194.409,Открыт давно
4433,162474961.881,Открыт давно
4434,148836827.228,Открыт давно
4435,143294742.032,Открыт давно
4436,169672151.309,Открыт давно
4437,188004308.516,Открыт давно
4438,191366433.75,Открыт давно
4439,223913006.474,Открыт давно
4440,116544606.633,Средний по возрасту
4441,110248962.152,Средний по возрасту
4442,118933343.835,Средний по возрасту
4443,111199061.131,Средний по возрасту
4444,119394393.822,Средний по возрасту
4445,110079026.031,Средний по возрасту
4446,109410910.287,Средний по возрасту
4447,108164334.36,Средний по возрасту
4448,107608963.821,Средний по возрасту
4449,117430499.02,Средний по возрасту
4450,126765632.278,Средний по возрасту
4451,139391246.253,Средний по возрасту
4452,66387962.502,Средний по возрасту
4453,68401902.337,Средний по возрасту
4454,77438203.705,Средний по возрасту
4455,73053201.029,Средний по возрасту
4456,71982335.67,Средний по возрасту
4457,66663298.182,Средний по возрасту
4458,68776144.366,Средний по возрасту
4459,68661125.124,Средний по возрасту
4460,71262991.799,Средний по возрасту
4461,78378750.847,Средний по возрасту
4462,78679962.094,Средний по возрасту
4463,85299173.515,Средний по возрасту
4464,130554782.306,Открыт давно
4465,133611220.652,Открыт давно
4466,149516474.924,Открыт давно
4467,146507585.225,Открыт давно
4468,137544422.543,Открыт давно
4469,129641419.026,Открыт давно
4470,124424313.307,Открыт давно
4471,123115627.887,Открыт давно
4472,131356064.81,Открыт давно
4473,141991486.364,Открыт давно
4474,145089591.284,Открыт давно
4475,163901953.608,Открыт давно
4476,93437898.695,Средний по возрасту
4477,95206437.032,Средний по возрасту
4478,104800951.226,Средний по возрасту
4479,104841047.13,Средний по возрасту
4480,104365007.561,Средний по возрасту
4481,88613745.367,Средний по возрасту
4482,87314069.133,Средний по возрасту
4483,83242871.183,Средний по возрасту
4484,90397267.022,Средний по возрасту
4485,92743151.757,Средний по возрасту
4486,96106604.985,Средний по возрасту
4487,106432892.036,Средний по возрасту
4488,132422221.11,Открыт давно
4489,140814907.17,Открыт давно
4490,132959219.554,Открыт давно
4491,140560364.044,Открыт давно
4492,142414552.585,Открыт давно
4493,130050211.97,Открыт давно
4494,127654713.508,Открыт давно
4495,132060639.145,Открыт давно
4496,139773159.493,Открыт давно
4497,153173829.233,Открыт давно
4498,156317087.316,Открыт давно
4499,180881628.233,Открыт давно
4500,77365124.749,Средний по возрасту
4501,78168287.351,Средний по возрасту
4502,86803629.374,Средний по возрасту
4503,80678361.425,Средний по возрасту
4504,82718901.715,Средний по возрасту
4505,75446043.317,Средний по возрасту
4506,72838230.627,Средний по возрасту
4507,72268795.828,Средний по возрасту
4508,78209164.942,Средний по возрасту
4509,86966910.484,Средний по возрасту
4510,85896732.85,Средний по возрасту
4511,96187760.807,Средний по возрасту
4512,85866113.592,Средний по возрасту
4513,84002055.013,Средний по возрасту
4514,98677355.034,Средний по возрасту
4515,90273280.022,Средний по возрасту
4516,94309593.517,Средний по возрасту
4517,88826010.252,Средний по возрасту
4518,84429049.165,Средний по возрасту
4519,84915664.134,Средний по возрасту
4520,90292524.454,Средний по возрасту
4521,97705300.399,Средний по возрасту
4522,99221746.933,Средний по возрасту
4523,114870234.405,Средний по возрасту
4524,76809330.425,Средний по возрасту
4525,156160806.442,Средний по возрасту
4526,173939890.133,Средний по возрасту
4527,171868493.659,Средний по возрасту
4528,169841923.078,Средний по возрасту
4529,161820516.759,Средний по возрасту
4530,162696757.416,Средний по возрасту
4531,160272865.558,Средний по возрасту
4532,173453594.885,Средний по возрасту
4533,197533893.445,Средний по возрасту
4534,191325253.46,Средний по возрасту
4535,215776517.345,Средний по возрасту
4536,68870641.824,Средний по возрасту
4537,76931912.524,Средний по возрасту
4538,82543095.006,Средний по возрасту
4539,73479919.987,Средний по возрасту
4540,67796467.247,Средний по возрасту
4541,55871787.794,Средний по возрасту
4542,57506832.903,Средний по возрасту
4543,61908366.489,Средний по возрасту
4544,58312307.677,Средний по возрасту
4545,55190828.925,Средний по возрасту
4546,55689302.397,Средний по возрасту
4547,60846369.881,Средний по возрасту
4548,132985094.906,Средний по возрасту
4549,138725357.697,Средний по возрасту
4550,153396879.245,Средний по возрасту
4551,148196024.287,Средний по возрасту
4552,150479571.504,Средний по возрасту
4553,140532004.813,Средний по возрасту
4554,136046425.97,Средний по возрасту
4555,136336020.067,Средний по возрасту
4556,147243888.466,Средний по возрасту
4557,157096925.673,Средний по возрасту
4558,159221350.4,Средний по возрасту
4559,175410417.52,Средний по возрасту
4560,142543732.909,Средний по возрасту
4561,148310926.149,Средний по возрасту
4562,164684021.872,Средний по возрасту
4563,166389584.95,Средний по возрасту
