,выручка,дата_открытия
42348,103364789.922,Средний по возрасту
42349,118218382.017,Средний по возрасту
42350,45307666.076,Новый
42351,49350327.157,Новый
42352,53657573.031,Новый
42353,52500021.513,Новый
42354,51159562.104,Новый
42355,52905719.472,Новый
42356,56196718.582,Новый
42357,52274243.572,Новый
42358,47729839.404,Новый
42359,49769664.468,Новый
42360,49747464.811,Новый
42361,57394243.592,Новый
42362,48801204.983,Новый
42363,47701803.175,Новый
42364,49500034.746,Новый
42365,48244533.469,Новый
42366,48951214.609,Новый
42367,48867125.009,Новый
42368,49964622.028,Новый
42369,48016854.13,Новый
42370,45474295.072,Новый
42371,48551891.941,Новый
42372,46504767.342,Новый
42373,53899918.863,Новый
42374,40400139.984,Новый
42375,40917592.729,Новый
42376,46192236.542,Новый
42377,45444931.712,Новый
42378,47801638.207,Новый
42379,47010715.304,Новый
42380,46094457.901,Новый
42381,42634243.314,Новый
42382,42344231.831,Новый
42383,46931535.475,Новый
42384,50034442.168,Новый
42385,58407634.488,Новый
42386,58884421.521,Средний по возрасту
42387,60461522.513,Средний по возрасту
42388,67074058.751,Средний по возрасту
42389,64583833.383,Средний по возрасту
42390,66476704.811,Средний по возрасту
42391,62761653.959,Средний по возрасту
42392,61353615.283,Средний по возрасту
42393,61418258.31,Средний по возрасту
42394,56597553.883,Средний по возрасту
42395,56107463.886,Средний по возрасту
42396,57936544.978,Средний по возрасту
42397,70074825.797,Средний по возрасту
42398,71295462.786,Средний по возрасту
42399,71792656.984,Средний по возрасту
42400,79996279.117,Средний по возрасту
42401,81534119.544,Средний по возрасту
42402,92581212.969,Средний по возрасту
42403,95294829.233,Средний по возрасту
42404,97270603.589,Средний по возрасту
42405,92556437.974,Средний по возрасту
42406,82112271.632,Средний по возрасту
42407,77829005.518,Средний по возрасту
42408,74523834.395,Средний по возрасту
42409,86804411.69,Средний по возрасту
42410,36932025.089,Средний по возрасту
42411,36918674.203,Средний по возрасту
42412,41498575.415,Средний по возрасту
42413,41301460.997,Средний по возрасту
42414,42154562.826,Средний по возрасту
42415,39166564.412,Средний по возрасту
42416,40934072.491,Средний по возрасту
42417,38957806.194,Средний по возрасту
42418,38920791.16,Средний по возрасту
42419,40323007.307,Средний по возрасту
42420,41210817.552,Средний по возрасту
42421,50111938.269,Средний по возрасту
42422,81678856.658,Новый
42423,86357370.133,Новый
42424,96280703.747,Новый
42425,93586707.3,Новый
42426,95071221.583,Новый
42427,86828880.952,Новый
42428,86548566.644,Новый
42429,85343828.507,Новый
42430,84647737.447,Новый
42431,83209672.489,Новый
42432,87009861.912,Новый
42433,98430297.397,Новый
42434,60101102.214,Новый
42435,61940877.099,Новый
42436,71197556.34,Новый
42437,69622533.54,Новый
42438,70774177.615,Новый
42439,68292035.965,Новый
42440,71034816.16,Новый
42441,69745749.399,Новый
42442,72244053.576,Новый
42443,75410925.04,Новый
42444,80607351.661,Новый
42445,88703532.956,Новый
42446,68387166.264,Новый
42447,69039431.557,Новый
42448,72569618.884,Новый
42449,69651184.904,Новый
42450,68670678.95,Новый
42451,62748670.646,Новый
42452,63708135.285,Новый
42453,61876449.172,Новый
42454,67765064.842,Новый
42455,76891255.309,Новый
42456,74447971.914,Новый
42457,85447445.816,Новый
42458,66913715.927,Средний по возрасту
42459,60596296.766,Средний по возрасту
42460,64979432.925,Средний по возрасту
42461,60018465.315,Средний по возрасту
42462,63091965.121,Средний по возрасту
42463,57534744.876,Средний по возрасту
42464,58237948.942,Средний по возрасту
42465,57720698.642,Средний по возрасту
42466,62513370.054,Средний по возрасту
42467,65510431.977,Средний по возрасту
42468,66813793.492,Средний по возрасту
42469,77438816.948,Средний по возрасту
42470,37634975.802,Средний по возрасту
42471,39473243.592,Средний по возрасту
42472,44688412.297,Средний по возрасту
42473,44094795.078,Средний по возрасту
42474,44876951.675,Средний по возрасту
42475,41455727.411,Средний по возрасту
42476,41972587.619,Средний по возрасту
42477,39237634.321,Средний по возрасту
42478,39421083.928,Средний по возрасту
42479,43496364.941,Средний по возрасту
42480,43194080.09,Средний по возрасту
42481,49717552.8,Средний по возрасту
42482,97001459.699,Средний по возрасту
42483,105818131.945,Средний по возрасту
42484,119859870.122,Средний по возрасту
42485,120821382.729,Средний по возрасту
42486,124691465.742,Средний по возрасту
42487,109387759.835,Средний по возрасту
42488,105576095.477,Средний по возрасту
42489,108922010.721,Средний по возрасту
42490,121990784.109,Средний по возрасту
42491,129484410.145,Средний по возрасту
42492,134549127.344,Средний по возрасту
42493,147851387.49,Средний по возрасту
42494,107727540.975,Новый
42495,106816207.094,Новый
42496,122481862.041,Новый
42497,121034129.92,Новый
42498,118947583.992,Новый
42499,108704092.1,Новый
42500,106928026.285,Новый
42501,104149498.686,Новый
42502,112397964.659,Новый
42503,120079066.009,Новый
42504,120569798.668,Новый
42505,131640219.739,Новый
42506,146427204.567,Новый
42507,155143438.058,Новый
42508,170738074.159,Новый
42509,160658725.794,Новый
42510,157070981.167,Новый
42511,136995566.43,Новый
42512,133108452.869,Новый
42513,133863478.483,Новый
42514,141746230.454,Новый
42515,156128721.934,Новый
42516,163321899.528,Новый
42517,185398036.627,Новый
42518,90017771.508,Новый
42519,92501922.704,Новый
42520,99232044.285,Новый
42521,93298554.682,Новый
42522,93779195.314,Новый
42523,85021660.033,Новый
42524,83051840.106,Новый
42525,81115031.26,Новый
42526,88928520.103,Новый
42527,94896311.51,Новый
42528,95626183.724,Новый
42529,106998951.265,Новый
42530,37604193.832,Средний по возрасту
42531,37926853.708,Средний по возрасту
42532,40487166.714,Средний по возрасту
42533,40609136.05,Средний по возрасту
42534,44829774.833,Средний по возрасту
42535,43549560.927,Средний по возрасту
42536,45870085.315,Средний по возрасту
42537,45660396.377,Средний по возрасту
42538,42977858.371,Средний по возрасту
42539,46603919.944,Средний по возрасту
42540,47992117.722,Средний по возрасту
42541,60251431.523,Средний по возрасту
42542,34150690.44,Средний по возрасту
42543,31812307.099,Средний по возрасту
42544,35600447.071,Средний по возрасту
42545,38596888.169,Средний по возрасту
42546,42060753.463,Средний по возрасту
42547,44290696.866,Средний по возрасту
42548,45819996.785,Средний по возрасту
42549,40833592.537,Средний по возрасту
42550,34525256.793,Средний по возрасту
42551,33331793.324,Средний по возрасту
42552,30955556.103,Средний по возрасту
42553,35308530.853,Средний по возрасту
42554,50606841.957,Новый
42555,53418059.539,Новый
42556,60997995.895,Новый
42557,59063913.101,Новый
42558,58500526.964,Новый
42559,54961290.016,Новый
42560,56264332.405,Новый
42561,53940219.12,Новый
42562,54762787.358,Новый
42563,54198410.473,Новый
42564,54804332.456,Новый
42565,60530638.892,Новый
42566,39884358.055,Средний по возрасту
42567,42808361.098,Средний по возрасту
42568,50915473.142,Средний по возрасту
42569,57828087.459,Средний по возрасту
42570,63644760.429,Средний по возрасту
42571,72962394.471,Средний по возрасту
42572,73695774.062,Средний по возрасту
42573,65166294.686,Средний по возрасту
42574,59865616.198,Средний по возрасту
42575,57516006.464,Средний по возрасту
42576,51686646.8,Средний по возрасту
42577,54150097.667,Средний по возрасту
42578,91791807.328,Новый
42579,92466272.64,Новый
42580,99597584.182,Новый
42581,96121108.374,Новый
42582,97446666.308,Новый
42583,93010991.391,Новый
42584,98617210.056,Новый
42585,91880605.407,Новый
42586,89373225.345,Новый
42587,93769327.985,Новый
42588,94293136.382,Новый
42589,107708277.367,Новый
42590,42112868.319,Новый
42591,44133402.312,Новый
42592,50687591.758,Новый
42593,49861163.095,Новый
42594,52817486.189,Новый
42595,49520195.15,Новый
42596,52353058.666,Новый
42597,50737119.854,Новый
42598,49549983.538,Новый
42599,52652550.204,Новый
42600,55907657.08,Новый
42601,62342415.542,Новый
42602,48823756.742,Средний по возрасту
42603,50989173.145,Средний по возрасту
42604,53811733.071,Средний по возрасту
42605,48727900.878,Средний по возрасту
42606,49454862.016,Средний по возрасту
42607,47489178.984,Средний по возрасту
42608,44282071.455,Средний по возрасту
42609,44422179.849,Средний по возрасту
42610,45541972.348,Средний по возрасту
42611,48348305.369,Средний по возрасту
42612,49748248.933,Средний по возрасту
42613,56243257.846,Средний по возрасту
42614,45377939.085,Новый
42615,48813409.748,Новый
42616,54227335.889,Новый
42617,53871536.008,Новый
42618,56349146.219,Новый
42619,56854086.203,Новый
42620,60168469.767,Новый
42621,58423052.469,Новый
42622,55944158.526,Новый
42623,61253416.157,Новый
42624,61381391.015,Новый
42625,65815361.737,Новый
42626,60409927.851,Новый
42627,81225368.019,Новый
42628,65755495.957,Новый
42629,64688986.376,Новый
42630,66514963.715,Новый
42631,62534637.265,Новый
42632,61944670.755,Новый
42633,63417001.184,Новый
42634,69752524.646,Новый
42635,74511192.098,Новый
42636,77457286.924,Новый
42637,91659900.936,Новый
42638,78069941.108,Новый
42639,76796800.702,Новый
42640,85640571.211,Новый
42641,84123980.708,Новый
42642,100159880.587,Новый
42643,112032952.001,Новый
42644,121426765.458,Новый
42645,113961264.5,Новый
42646,92892500.188,Новый
42647,89507912.082,Новый
42648,87700629.353,Новый
42649,99352766.159,Новый
42650,63118603.444,Средний по возрасту
42651,65756614.718,Средний по возрасту
42652,69692598.683,Средний по возрасту
42653,67218963.221,Средний по возрасту
42654,68269137.968,Средний по возрасту
42655,64808534.024,Средний по возрасту
42656,56991281.264,Средний по возрасту
42657,57153265.874,Средний по возрасту
42658,67586348.802,Средний по возрасту
42659,71284348.547,Средний по возрасту
42660,76704584.156,Средний по возрасту
42661,87608787.384,Средний по возрасту
42662,35648772.874,Средний по возрасту
42663,38741420.843,Средний по возрасту
42664,42891418.617,Средний по возрасту
42665,42268953.973,Средний по возрасту
42666,40215600.663,Средний по возрасту
42667,38043056.378,Средний по возрасту
42668,36054971.21,Средний по возрасту
42669,35834182.628,Средний по возрасту
42670,35625171.221,Средний по возрасту
42671,35173626.687,Средний по возрасту
42672,36687391.966,Средний по возрасту
42673,43938415.453,Средний по возрасту
42674,51961872.185,Новый
42675,51691800.207,Новый
42676,57743960.894,Новый
42677,57192110.669,Новый
42678,61754356.763,Новый
42679,59935112.641,Новый
42680,60084570.274,Новый
42681,58884280.267,Новый
42682,57533952.7,Новый
42683,59748758.983,Новый
42684,60697198.673,Новый
42685,69155688.316,Новый
42686,32180559.493,Новый
42687,33586964.964,Новый
42688,36333557.11,Новый
42689,34112962.115,Новый
42690,33821783.186,Новый
42691,30188286.497,Новый
42692,31080917.536,Новый
42693,29567635.452,Новый
42694,30458963.016,Новый
42695,33096479.429,Новый
42696,35999160.13,Новый
42697,42084929.067,Новый
42698,52130841.596,Новый
42699,52754810.328,Новый
42700,55763389.57,Новый
42701,63846815.778,Новый
42702,73561145.474,Новый
42703,88764044.734,Новый
42704,93929587.432,Новый
42705,84733158.337,Новый
42706,70428252.333,Новый
42707,65565522.525,Новый
42708,60318114.483,Новый
42709,66455042.35,Новый
42710,41283320.15,Средний по возрасту
42711,43133550.874,Средний по возрасту
42712,48564449.143,Средний по возрасту
42713,45428102.528,Средний по возрасту
42714,45141689.076,Средний по возрасту
42715,42872212.582,Средний по возрасту
42716,42547042.171,Средний по возрасту
42717,42014207.643,Средний по возрасту
42718,41909600.604,Средний по возрасту
42719,43040957.668,Средний по возрасту
42720,42811314.922,Средний по возрасту
42721,48911229.965,Средний по возрасту
42722,50883417.679,Новый
42723,51977423.993,Новый
42724,57319865.206,Новый
42725,53429294.898,Новый
42726,54168123.314,Новый
42727,53491849.915,Новый
42728,53282226.824,Новый
42729,49318077.437,Новый
42730,53608816.047,Новый
42731,55712181.847,Новый
42732,56856632.159,Новый
42733,66519542.083,Новый
42734,65664180.511,Новый
42735,69429454.227,Новый
42736,78150626.325,Новый
42737,74808672.604,Новый
42738,75595979.26,Новый
42739,73561296.306,Новый
42740,81238737.624,Новый
42741,76779557.737,Новый
42742,72659697.926,Новый
42743,75177656.881,Новый
42744,71628449.664,Новый
42745,78368615.686,Новый
42746,100383273.414,Новый
42747,103169569.531,Новый
42748,115652928.417,Новый
42749,110669385.375,Новый
42750,110465642.662,Новый
42751,105577331.886,Новый
42752,98950467.901,Новый
42753,96173995.064,Новый
42754,90981618.084,Новый
42755,94413879.298,Новый
42756,92833874.724,Новый
42757,110010867.879,Новый
42758,38120166.923,Новый
42759,38107207.253,Новый
42760,43252645.545,Новый
42761,42050269.888,Новый
42762,44816597.905,Новый
42763,44505557.323,Новый
42764,45472580.006,Новый
42765,44542071.653,Новый
42766,45378618.539,Новый
42767,46390384.391,Новый
42768,47985355.821,Новый
42769,52189430.236,Новый
42770,88290224.715,Средний по возрасту
42771,92707376.881,Средний по возрасту
42772,100036178.969,Средний по возрасту
42773,93064535.824,Средний по возрасту
42774,95476534.818,Средний по возрасту
42775,88538078.701,Средний по возрасту
42776,92953904.844,Средний по возрасту
42777,91347822.012,Средний по возрасту
42778,87912286.762,Средний по возрасту
42779,90783255.303,Средний по возрасту
42780,87183913.655,Средний по возрасту
42781,104393764.293,Средний по возрасту
42782,40908838.104,Средний по возрасту
42783,51536630.977,Средний по возрасту
42784,49625928.407,Средний по возрасту
42785,49653477.548,Средний по возрасту
42786,53550623.781,Средний по возрасту
42787,56602541.166,Средний по возрасту
42788,60886510.008,Средний по возрасту
42789,57748667.053,Средний по возрасту
42790,56778076.213,Средний по возрасту
42791,55735039.506,Средний по возрасту
42792,56329143.885,Средний по возрасту
42793,61739553.821,Средний по возрасту
42794,62595826.541,Средний по возрасту
42795,64898214.441,Средний по возрасту
42796,71686139.378,Средний по возрасту
42797,71720404.261,Средний по возрасту
42798,69951527.02,Средний по возрасту
42799,66326849.18,Средний по возрасту
42800,67022296.009,Средний по возрасту
42801,70381189.106,Средний по возрасту
42802,70238502.824,Средний по возрасту
42803,82578810.492,Средний по возрасту
42804,89394524.597,Средний по возрасту
42805,108486921.974,Средний по возрасту
42806,57445235.034,Средний по возрасту
42807,58357002.987,Средний по возрасту
42808,67545679.099,Средний по возрасту
42809,75308087.01,Средний по возрасту
42810,85977151.887,Средний по возрасту
42811,87557913.229,Средний по возрасту
42812,89073421.564,Средний по возрасту
42813,80411181.002,Средний по возрасту
42814,74126574.951,Средний по возрасту
42815,73805816.303,Средний по возрасту
42816,69438681.418,Средний по возрасту
42817,75464171.452,Средний по возрасту
42818,126649422.136,Новый
42819,127514612.555,Новый
42820,137511365.125,Новый
42821,135839190.914,Новый
42822,141505783.887,Новый
42823,145144318.186,Новый
42824,142375600.106,Новый
42825,129856753.527,Новый
42826,118805725.671,Новый
42827,126203122.966,Новый
42828,125478583.85,Новый
42829,142039127.917,Новый
42830,48180595.297,Новый
42831,48301556.967,Новый
42832,54500444.435,Новый
42833,52961038.703,Новый
42834,54813322.268,Новый
42835,51833916.898,Новый
42836,55602210.696,Новый
42837,54347707.86,Новый
42838,54935608.153,Новый
42839,56707673.637,Новый
42840,56065514.32,Новый
42841,64095824.548,Новый
42842,48419831.217,Новый
42843,49449886.035,Новый
42844,54507882.057,Новый
42845,52307841.302,Новый
42846,55371923.397,Новый
42847,54128632.938,Новый
42848,56593672.053,Новый
42849,52421683.402,Новый
42850,53157049.191,Новый
42851,55898277.088,Новый
42852,54230071.046,Новый
42853,61692150.625,Новый
42854,36362248.723,Средний по возрасту
42855,43671353.313,Средний по возрасту
42856,47011431.997,Средний по возрасту
42857,42882875.974,Средний по возрасту
42858,41883439.397,Средний по возрасту
42859,37402645.493,Средний по возрасту
42860,38526290.645,Средний по возрасту
42861,35851754.453,Средний по возрасту
42862,38356999.01,Средний по возрасту
42863,41352299.966,Средний по возрасту
42864,41949322.562,Средний по возрасту
42865,48376254.774,Средний по возрасту
42866,60204905.278,Средний по возрасту
42867,62861228.742,Средний по возрасту
42868,69277098.856,Средний по возрасту
42869,64679427.291,Средний по возрасту
42870,63648044.683,Средний по возрасту
42871,59848319.956,Средний по возрасту
42872,62379389.909,Средний по возрасту
42873,59481429.027,Средний по возрасту
42874,61091956.959,Средний по возрасту
42875,63699153.066,Средний по возрасту
42876,64682879.469,Средний по возрасту
42877,76613106.469,Средний по возрасту
42878,83714564.322,Средний по возрасту
42879,84508505.628,Средний по возрасту
42880,93722464.367,Средний по возрасту
42881,90840412.185,Средний по возрасту
42882,91536636.862,Средний по возрасту
42883,85448916.41,Средний по возрасту
42884,77567747.408,Средний по возрасту
42885,76613118.481,Средний по возрасту
42886,80425785.567,Средний по возрасту
42887,93159807.019,Средний по возрасту
42888,96753405.28,Средний по возрасту
42889,112486338.415,Средний по возрасту
42890,30354169.398,Новый
42891,32762036.896,Новый
42892,36203162.668,Новый
42893,31695747.208,Новый
42894,34198880.936,Новый
42895,34726383.667,Новый
42896,34145784.837,Новый
42897,33020962.119,Новый
42898,32082039.592,Новый
42899,33037232.208,Новый
42900,34453833.143,Новый
42901,38641911.99,Новый
42902,63733674.701,Новый
42903,64214047.454,Новый
42904,71997135.251,Новый
42905,68236195.692,Новый
42906,70577945.84,Новый
42907,69322447.494,Новый
42908,69630015.162,Новый
42909,68635521.993,Новый
42910,63300362.107,Новый
42911,65983092.403,Новый
42912,64876614.774,Новый
42913,71236500.826,Новый
42914,36607965.065,Новый
42915,38656498.136,Новый
42916,42553021.867,Новый
42917,42398073.769,Новый
42918,42219340.622,Новый
42919,40462503.905,Новый
42920,42203011.58,Новый
42921,40212192.839,Новый
42922,40805386.115,Новый
42923,36907319.329,Новый
42924,36582078.423,Новый
42925,41931587.293,Новый
42926,58371204.04,Средний по возрасту
42927,62239526.373,Средний по возрасту
42928,66828936.627,Средний по возрасту
42929,65982050.653,Средний по возрасту
42930,67504425.65,Средний по возрасту
42931,65405184.109,Средний по возрасту
42932,70556496.185,Средний по возрасту
42933,73081884.594,Средний по возрасту
42934,73071527.709,Средний по возрасту
42935,79767728.269,Средний по возрасту
42936,82139495.891,Средний по возрасту
42937,98039744.995,Средний по возрасту
42938,23419868.162,Средний по возрасту
42939,21655082.278,Средний по возрасту
42940,24306949.459,Средний по возрасту
42941,24507860.914,Средний по возрасту
42942,24352039.828,Средний по возрасту
42943,22049165.746,Средний по возрасту
42944,23153853.597,Средний по возрасту
42945,21879424.519,Средний по возрасту
42946,22825485.953,Средний по возрасту
42947,24066397.064,Средний по возрасту
42948,25492684.013,Средний по возрасту
42949,31314503.807,Средний по возрасту
42950,28039683.735,Средний по возрасту
42951,29780068.646,Средний по возрасту
42952,33956920.153,Средний по возрасту
42953,31953031.353,Средний по возрасту
42954,33247289.727,Средний по возрасту
42955,31756457.768,Средний по возрасту
42956,31972673.176,Средний по возрасту
42957,31441791.896,Средний по возрасту
42958,31590645.801,Средний по возрасту
42959,35186729.267,Средний по возрасту
42960,37162609.454,Средний по возрасту
42961,46275153.379,Средний по возрасту
42962,43348032.629,Средний по возрасту
42963,43561725.222,Средний по возрасту
42964,47366346.782,Средний по возрасту
42965,46764028.115,Средний по возрасту
42966,48869617.175,Средний по возрасту
42967,48206137.458,Средний по возрасту
42968,50033714.773,Средний по возрасту
42969,50241861.594,Средний по возрасту
42970,50371874.1,Средний по возрасту
42971,54107713.045,Средний по возрасту
42972,53029572.994,Средний по возрасту
42973,60691668.433,Средний по возрасту
42974,62921009.811,Новый
42975,67629060.05,Новый
42976,76375608.952,Новый
42977,74217070.96,Новый
42978,73483176.793,Новый
42979,63770780.401,Новый
42980,60761650.74,Новый
42981,63909625.39,Новый
42982,67901246.757,Новый
42983,72272990.923,Новый
42984,70094336.984,Новый
42985,77291782.415,Новый
42986,38677197.747,Средний по возрасту
42987,41021192.316,Средний по возрасту
42988,44897272.952,Средний по возрасту
42989,44884973.283,Средний по возрасту
42990,45480273.331,Средний по возрасту
42991,40011273.752,Средний по возрасту
42992,38571638.329,Средний по возрасту
42993,38007444.56,Средний по возрасту
42994,38416003.953,Средний по возрасту
42995,41383191.861,Средний по возрасту
42996,42665589.507,Средний по возрасту
42997,47219553.804,Средний по возрасту
42998,46663963.916,Новый
42999,49017036.109,Новый
43000,54530003.382,Новый
43001,57206842.809,Новый
43002,61452913.954,Новый
43003,63674908.78,Новый
43004,66749157.414,Новый
43005,63048246.065,Новый
43006,57385967.301,Новый
43007,60236396.112,Новый
43008,57858564.402,Новый
43009,63677349.715,Новый
43010,48745672.852,Новый
43011,48913004.962,Новый
43012,53555639.754,Новый
43013,51791652.631,Новый
43014,49730350.656,Новый
43015,49818568.657,Новый
43016,50178912.303,Новый
43017,49863957.446,Новый
43018,48963024.175,Новый
43019,49463308.071,Новый
43020,51665859.626,Новый
43021,58784749.054,Новый
43022,73014688.744,Новый
43023,71147951.529,Новый
43024,81173871.496,Новый
43025,78793080.996,Новый
43026,80882252.916,Новый
43027,78595176.719,Новый
43028,75611662.986,Новый
43029,75605994.599,Новый
43030,71453524.606,Новый
43031,78841110.842,Новый
43032,79446459.332,Новый
43033,86834062.352,Новый
43034,21027556.288,Средний по возрасту
43035,22295793.808,Средний по возрасту
43036,24623624.718,Средний по возрасту
43037,22258056.028,Средний по возрасту
43038,25454617.314,Средний по возрасту
43039,23874603.129,Средний по возрасту
43040,25382500.681,Средний по возрасту
43041,24997022.455,Средний по возрасту
43042,27841888.215,Средний по возрасту
43043,30835920.978,Средний по возрасту
43044,28307915.206,Средний по возрасту
43045,31605531.694,Средний по возрасту
43046,64687779.039,Новый
43047,62271798.258,Новый
43048,73278844.047,Новый
43049,72038329.543,Новый
43050,72598215.863,Новый
43051,67878634.202,Новый
43052,67631649.125,Новый
43053,65378299.725,Новый
43054,64326384.549,Новый
43055,70043944.885,Новый
43056,74593789.72,Новый
43057,89898909.687,Новый
43058,55725491.22,Средний по возрасту
43059,56264478.194,Средний по возрасту
43060,63581805.133,Средний по возрасту
43061,66100488.495,Средний по возрасту
43062,63714923.963,Средний по возрасту
43063,60926615.541,Средний по возрасту
43064,55928018.097,Средний по возрасту
43065,55457578.236,Средний по возрасту
43066,59158149.049,Средний по возрасту
43067,63983032.092,Средний по возрасту
43068,64555768.02,Средний по возрасту
43069,75144142.769,Средний по возрасту
43070,60790613.217,Средний по возрасту
43071,65025879.587,Средний по возрасту
43072,70897218.61,Средний по возрасту
43073,66523378.015,Средний по возрасту
43074,67078786.038,Средний по возрасту
43075,62297408.251,Средний по возрасту
43076,62056313.022,Средний по возрасту
43077,43836567.614,Средний по возрасту
43078,68307189.056,Средний по возрасту
43079,72636876.322,Средний по возрасту
43080,73062770.025,Средний по возрасту
43081,83129713.413,Средний по возрасту
43082,122751533.498,Средний по возрасту
43083,126017706.896,Средний по возрасту
43084,139522633.92,Средний по возрасту
43085,133044969.09,Средний по возрасту
43086,138274436.984,Средний по возрасту
43087,138314755.232,Средний по возрасту
43088,137289693.501,Средний по возрасту
43089,130755714.034,Средний по возрасту
43090,132975930.32,Средний по возрасту
43091,144326586.962,Средний по возрасту
43092,149305281.939,Средний по возрасту
43093,160564810.635,Средний по возрасту
43094,31703101.712,Новый
43095,33819812.293,Новый
43096,41124137.733,Новый
43097,41694657.638,Новый
43098,39700824.541,Новый
43099,39130967.537,Новый
43100,32132301.806,Новый
43101,31903424.088,Новый
43102,52227142.858,Новый
43103,45206384.088,Новый
43104,56979426.326,Новый
43105,59964960.604,Новый
43106,31217731.164,Средний по возрасту
43107,32833753.65,Средний по возрасту
43108,37182264.895,Средний по возрасту
43109,35339359.068,Средний по возрасту
43110,35814067.114,Средний по возрасту
43111,35779477.629,Средний по возрасту
43112,34817772.762,Средний по возрасту
43113,36579387.076,Средний по возрасту
43114,36246874.942,Средний по возрасту
43115,37400582.422,Средний по возрасту
43116,36048790.722,Средний по возрасту
43117,42632998.673,Средний по возрасту
43118,46739865.782,Средний по возрасту
43119,46148205.755,Средний по возрасту
43120,51679844.838,Средний по возрасту
43121,51080489.274,Средний по возрасту
43122,51992163.091,Средний по возрасту
43123,48633746.149,Средний по возрасту
43124,48637668.34,Средний по возрасту
43125,47994926.071,Средний по возрасту
43126,48527014.924,Средний по возрасту
43127,50512935.843,Средний по возрасту
43128,51306928.843,Средний по возрасту
43129,57179158.792,Средний по возрасту
43130,22137088.111,Новый
43131,22941473.311,Новый
43132,24600446.753,Новый
43133,24070076.087,Новый
43134,24975532.667,Новый
43135,23764915.156,Новый
43136,24378984.131,Новый
43137,23960825.204,Новый
43138,24355821.078,Новый
43139,26399349.494,Новый
43140,28368859.733,Новый
43141,33734538.083,Новый
43142,37228271.108,Средний по возрасту
43143,40519462.583,Средний по возрасту
43144,44691800.966,Средний по возрасту
43145,42913473.498,Средний по возрасту
43146,41339181.008,Средний по возрасту
43147,38751996.074,Средний по возрасту
43148,42326688.831,Средний по возрасту
43149,43021220.697,Средний по возрасту
43150,42334760.936,Средний по возрасту
43151,42506828.676,Средний по возрасту
43152,41218719.971,Средний по возрасту
43153,49766920.477,Средний по возрасту
43154,23881407.534,Средний по возрасту
43155,23201566.675,Средний по возрасту
43156,28522641.605,Средний по возрасту
43157,27805302.721,Средний по возрасту
43158,28856795.551,Средний по возрасту
43159,28018352.396,Средний по возрасту
43160,29565936.58,Средний по возрасту
43161,32582729.651,Средний по возрасту
43162,27375544.201,Средний по возрасту
43163,28423152.398,Средний по возрасту
43164,27215611.81,Средний по возрасту
43165,30499248.729,Средний по возрасту
43166,40542753.451,Новый
43167,45320092.542,Новый
43168,49745118.898,Новый
43169,44267591.688,Новый
43170,45776269.792,Новый
43171,44127319.534,Новый
43172,43548784.343,Новый
43173,44583212.419,Новый
43174,43288516.142,Новый
43175,46620547.341,Новый
43176,51023065.277,Новый
43177,65377718.578,Новый
43178,103617284.322,Новый
43179,106284470.039,Новый
43180,110190589.595,Новый
43181,104625461.67,Новый
43182,105316477.44,Новый
43183,99949727.141,Новый
43184,100863614.728,Новый
43185,99665891.212,Новый
43186,101233244.843,Новый
43187,110160411.492,Новый
43188,107885585.983,Новый
43189,120057723.746,Новый
43190,81557588.22,Средний по возрасту
43191,87060883.806,Средний по возрасту
43192,99864752.239,Средний по возрасту
43193,98827057.862,Средний по возрасту
43194,101485539.094,Средний по возрасту
43195,98995609.637,Средний по возрасту
43196,94463470.882,Средний по возрасту
43197,97240430.131,Средний по возрасту
43198,98071452.897,Средний по возрасту
43199,104412808.573,Средний по возрасту
43200,104770058.38,Средний по возрасту
43201,127215145.797,Средний по возрасту
43202,90157575.543,Новый
43203,90530883.386,Новый
43204,100340803.53,Новый
43205,96573832.265,Новый
43206,101110818.804,Новый
43207,99699121.739,Новый
43208,96928768.249,Новый
43209,97842094.922,Новый
43210,100277115.783,Новый
43211,105934598.823,Новый
43212,109511054.255,Новый
43213,130333805.737,Новый
43214,31263654.561,Средний по возрасту
43215,33912172.027,Средний по возрасту
43216,35549324.388,Средний по возрасту
43217,33676749.0,Средний по возрасту
43218,34742675.085,Средний по возрасту
43219,32454921.267,Средний по возрасту
43220,34475995.109,Средний по возрасту
43221,33742251.014,Средний по возрасту
43222,32643535.58,Средний по возрасту
43223,35738994.205,Средний по возрасту
43224,36264184.899,Средний по возрасту
43225,41487830.468,Средний по возрасту
43226,33745053.331,Новый
43227,36387196.091,Новый
43228,40097692.394,Новый
43229,42536902.683,Новый
43230,44817203.785,Новый
43231,43836914.862,Новый
43232,40367770.287,Новый
43233,42391845.577,Новый
43234,47484161.951,Новый
43235,46698214.634,Новый
43236,47779185.418,Новый
43237,52966402.137,Новый
43238,42527945.22,Средний по возрасту
43239,47106346.887,Средний по возрасту
43240,50700098.483,Средний по возрасту
43241,48072990.563,Средний по возрасту
43242,50054077.884,Средний по возрасту
43243,46229317.102,Средний по возрасту
43244,44350795.171,Средний по возрасту
43245,43530571.773,Средний по возрасту
43246,41905806.878,Средний по возрасту
43247,47902439.693,Средний по возрасту
43248,57308571.511,Средний по возрасту
43249,59157322.741,Средний по возрасту
43250,62619643.84,Новый
43251,63022096.03,Новый
43252,68549539.234,Новый
43253,64917864.139,Новый
43254,66089923.471,Новый
43255,62132179.264,Новый
43256,64966244.595,Новый
